sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.2748;1.0475;10.7794;-0.806;2.6269;9.4138;0.4584;1.4075;1.0095;-0.3451;-0.2267;-0.1145;10479.0;2.46;-32.96;-27.45;177.3;-19.93;6.41;5.0;987.88;60.226;35.958313;-83.92486;754.15;NaN;;3.82;21.096155;140.3;12 / 18;26;2022-10-12 12:10:17:200
-1.6699;0.2369;12.7822;-0.8163;1.6521;9.632;-1.3489;0.6992;1.0757;0.8379;-0.5414;-0.3323;31192.0;-1.76;-29.31;-33.19;168.3;-9.7;4.84;5.0;987.86;60.862;35.9583;-83.92484;758.13;NaN;;4.54;19.200745;148.0;13 / 18;526;2022-10-12 12:10:17:700
-0.0826;0.1484;10.8081;-1.1594;1.1257;9.6726;0.7011;2.1767;0.348;-1.858;0.5628;-0.1988;18987.0;-2.96;-30.3;-32.78;165.17;-6.59;6.84;5.0;987.88;59.325;35.9583;-83.92484;758.13;NaN;;4.54;19.200745;148.0;13 / 18;1026;2022-10-12 12:10:18:200
-6.8076;-0.705;10.6143;-3.4376;0.168;9.1829;-2.4425;0.9318;0.6149;-0.436;-1.2278;-0.4875;17032.0;8.38;-23.76;-37.18;166.8;-0.98;20.52;5.0;987.85;59.522;35.958286;-83.92484;759.51;NaN;;4.25;15.910999;148.3;14 / 18;1526;2022-10-12 12:10:18:700
-1.1216;2.7018;10.7363;-0.9068;3.2518;9.2073;-0.19;-0.613;0.6221;0.5711;-0.653;-0.1667;15416.0;6.13;-26.63;-35.31;183.11;-16.7;8.35;5.0;987.85;58.474;35.958286;-83.92484;759.51;NaN;;4.25;15.910999;148.3;14 / 18;2026;2022-10-12 12:10:19:200
1.0893;1.8721;11.7778;-0.3337;2.5362;9.4671;0.0109;0.0522;2.0869;0.0838;0.3746;0.4694;6030.0;-0.6;-34.69;-28.67;175.9;-17.93;1.48;5.0;987.85;59.586;35.95828;-83.924835;760.47;NaN;;4.43;15.467156;149.5;14 / 18;2526;2022-10-12 12:10:19:700
-0.0227;1.4091;8.8666;0.1259;3.3146;9.2286;0.578;-0.0365;1.0224;-0.3887;-0.2575;-0.7215;14595.0;-3.66;-33.45;-30.3;170.25;-19.75;-0.78;5.0;987.84;59.176;35.95828;-83.924835;760.47;NaN;;4.43;15.467156;149.5;14 / 18;3026;2022-10-12 12:10:20:200
-3.3003;-1.5969;13.1136;-0.8769;2.5234;9.4358;-0.5604;0.5614;0.858;0.439;-0.0814;0.565;15978.0;0.86;-32.27;-30.75;175.34;-14.91;5.31;5.0;987.82;59.388;35.95827;-83.92481;761.29;NaN;;4.28;14.340271;148.6;15 / 18;3526;2022-10-12 12:10:20:700
-0.3796;2.752;8.1975;-0.2702;3.2821;9.2372;1.5683;-0.644;3.4564;-0.8094;-0.511;-0.594;15460.0;1.28;-33.09;-30.41;181.76;-18.34;0.62;5.0;987.89;59.474;35.95827;-83.92481;761.29;NaN;;4.28;14.340271;148.6;15 / 18;4026;2022-10-12 12:10:21:200
2.7592;3.7935;5.8558;2.5455;2.5124;9.1312;-1.6007;0.2472;1.5728;-0.0662;-0.6564;0.0228;19827.0;4.11;-32.31;-29.85;206.58;-14.84;-15.58;5.0;987.78;59.668;35.958263;-83.924805;761.85;NaN;;4.5;13.660139;146.8;15 / 18;4527;2022-10-12 12:10:21:701
