sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.4964;3.7792;6.3144;-2.5078;2.5904;9.1198;-0.8382;1.1376;-0.6177;-1.4624;-0.6683;-0.2996;6565.0;-1.72;-10.97;-41.29;91.37;-15.32;15.38;5.0;986.52;41.644;35.955223;-83.928955;814.28;NaN;;0.0;19.546267;;13 / 18;24;2022-10-24 16:24:43:274
-2.0471;2.6898;8.2011;-1.2947;1.9844;9.5161;-1.2854;1.3;-2.1353;1.3427;-0.0813;-0.1882;8386.0;-8.44;-7.88;-41.53;97.47;-8.35;12.38;5.0;986.46;43.33;35.955215;-83.92895;820.57;NaN;;0.0;15.710315;;14 / 18;524;2022-10-24 16:24:43:774
11.9118;-2.6982;1.6663;9.3557;1.8251;2.3042;0.7915;-0.3549;4.0426;-0.5402;-2.7727;1.669;8252.0;-24.15;-12.26;-26.92;265.7;-18.21;-44.22;5.0;986.52;45.126;35.955215;-83.92895;820.57;NaN;;0.0;15.710315;;14 / 18;1024;2022-10-24 16:24:44:274
12.0206;0.3341;0.5566;9.3087;-2.3392;-2.0115;1.2717;3.1513;3.4493;0.0484;0.2014;-0.1258;4798.0;-36.73;0.92;28.71;123.73;16.89;-106.17;5.0;986.56;42.656;35.955208;-83.928925;819.01;NaN;;1.84;13.408089;115.2;14 / 18;1524;2022-10-24 16:24:44:774
6.4965;-3.4774;-2.3749;8.9719;3.2009;-2.33;-2.6764;-6.6021;0.4266;0.8451;-1.5494;-0.0479;5153.0;-35.01;0.34;31.89;58.32;-19.05;-104.56;5.0;986.55;43.568;35.955208;-83.928925;819.01;NaN;;1.84;13.408089;115.2;14 / 18;2025;2022-10-24 16:24:45:275
15.5438;0.1352;-3.524;7.521;-5.0449;-3.7621;3.3917;7.8164;1.3893;0.1752;0.002;-0.8334;2953.0;-29.32;5.72;37.09;121.07;25.55;-115.25;5.0;986.56;42.088;35.955215;-83.92891;813.52;NaN;;7.31;12.52157;50.7;14 / 18;2525;2022-10-24 16:24:45:775
9.4663;-3.9203;-3.4032;8.7623;4.3987;-0.2068;0.5683;-8.1687;-1.845;1.0624;-0.1343;-1.5123;5428.0;-31.8;8.38;31.07;54.17;-26.65;-91.35;5.0;986.56;40.912;35.955215;-83.92891;813.52;NaN;;7.31;12.52157;50.7;14 / 18;3024;2022-10-24 16:24:46:274
12.9628;4.1154;0.8835;7.8523;-3.7918;-4.4871;4.2607;7.0243;4.0317;0.0039;0.561;0.1384;2670.0;-32.08;4.43;32.59;136.33;22.75;-119.75;5.0;986.57;40.976;35.955235;-83.92889;812.21;NaN;;5.22;12.226105;49.9;14 / 18;3524;2022-10-24 16:24:46:774
2.7126;-3.548;-3.5647;6.8545;5.4621;-4.3991;-3.2556;-9.1029;1.2162;1.4332;-1.2506;-2.6393;2798.0;-32.98;6.81;31.31;35.67;-29.06;-108.73;5.0;986.57;40.208;35.955235;-83.92889;812.21;NaN;;5.22;12.226105;49.9;14 / 18;4024;2022-10-24 16:24:47:274
9.0796;3.4391;3.7181;8.4743;-1.9183;-4.5471;4.1166;4.8186;6.1344;-0.2781;-0.8821;1.3555;2117.0;-33.11;0.56;34.37;98.35;5.76;-108.28;5.0;986.59;39.455;35.95524;-83.92886;812.13;NaN;;4.61;12.226105;47.3;15 / 18;4525;2022-10-24 16:24:47:775
