sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.4273;-2.2283;9.8438;-2.1789;-0.9811;9.5111;-1.0222;1.683;0.0454;-2.0981;-1.3504;0.0607;7.0;-7.14;-0.83;-45.58;107.3;5.74;12.9;5.0;979.14;41.78;35.951702;-83.93394;800.43;NaN;;2.59;19.366104;50.3;7 / 18;24;2022-10-17 20:02:40:084
-2.2388;0.1525;8.4102;-2.0385;-0.1241;9.5916;-0.2427;0.3434;-1.3558;0.2082;-0.3546;-0.2626;11.0;-5.72;6.88;-45.75;67.33;0.73;12.0;5.0;979.12;43.221;35.951702;-83.93394;800.43;NaN;;2.59;19.366104;50.3;7 / 18;524;2022-10-17 20:02:40:584
-1.3705;0.9326;8.4221;-1.1614;0.2869;9.7334;-0.3245;-0.4134;-0.5351;-0.2459;0.2461;-0.0521;6.0;-10.8;2.94;-45.75;75.29;-1.68;6.8;5.0;979.14;51.167;35.951702;-83.93393;805.55;NaN;;2.66;17.549631;51.1;7 / 18;1024;2022-10-17 20:02:41:084
-1.0998;0.0817;7.8607;-2.4671;1.3279;9.3979;1.4563;-1.2448;-1.3281;0.6612;0.5486;0.301;5.0;-11.81;0.86;-46.12;81.7;-2.7;11.17;5.0;979.16;53.599;35.951702;-83.93393;805.55;NaN;;2.66;17.549631;51.1;7 / 18;1524;2022-10-17 20:02:41:584
-3.0763;2.3079;9.702;-3.6021;0.6445;9.0983;-0.2949;-0.0697;-0.8977;0.2956;0.0442;-0.3604;11.0;-6.07;-2.06;-47.66;88.92;-3.24;20.52;5.0;979.15;49.906;35.95171;-83.93392;809.73;NaN;;3.38;16.011078;55.8;7 / 18;2024;2022-10-17 20:02:42:084
-4.2712;-1.3059;11.6605;-3.3564;1.3988;9.1076;-1.6874;0.2156;2.2869;-0.1392;-0.7684;-0.2249;16.0;-3.07;-6.21;-47.4;89.39;-8.2;20.23;5.0;979.15;46.96;35.951714;-83.93391;809.83;NaN;;3.28;15.041524;58.3;7 / 18;2524;2022-10-17 20:02:42:584
-2.1607;3.0945;9.5106;-2.0182;1.9803;9.3902;-0.8399;1.1603;0.9478;-0.0037;0.2862;0.3471;9.0;-7.69;-11.23;-45.39;96.81;-11.96;9.72;5.0;979.18;54.96;35.951714;-83.93391;809.83;NaN;;3.28;15.041524;58.3;7 / 18;3024;2022-10-17 20:02:43:084
-5.316;-0.8788;12.5725;-2.5218;1.4246;9.3692;-0.236;1.6909;-0.2952;0.2178;-0.5761;0.9232;9.0;-8.96;-7.73;-45.66;94.99;-8.35;15.06;5.0;979.12;43.093;35.951714;-83.93391;810.78;NaN;;3.1;14.535584;57.7;7 / 18;3524;2022-10-17 20:02:43:584
-0.0873;0.14;9.3467;-0.5887;2.3039;9.514;-0.0629;-1.067;0.3206;0.426;-0.8575;-0.0292;7.0;-9.99;-5.29;-45.68;76.42;-12.43;10.75;5.0;979.14;46.237;35.951717;-83.93389;810.78;NaN;;3.1;14.535584;57.7;7 / 18;4024;2022-10-17 20:02:44:084
-3.6559;0.5782;10.2168;-3.0118;1.6743;9.1813;-1.2694;1.5076;-1.5656;-0.8977;-0.1648;0.6292;6.0;-9.56;-9.81;-44.46;97.96;-9.83;18.16;5.0;979.13;40.984;35.95173;-83.93388;807.55;NaN;;3.06;14.01591;41.5;8 / 18;4524;2022-10-17 20:02:44:584
-1.305;-1.7049;8.732;-3.0421;-0.5552;9.3063;2.0375;1.156;-1.6468;-0.7283;0.7526;0.4492;8.0;-9.15;-1.86;-45.13;94.19;-0.85;12.9;5.0;979.1;46.313;35.95173;-83.93388;807.55;NaN;;3.06;14.01591;41.5;8 / 18;5024;2022-10-17 20:02:45:084
-3.7493;-1.3825;8.6874;-2.7561;-1.8673;9.2243;-1.0357;-0.0556;-0.0274;-0.2792;-0.2887;0.1164;5.0;-4.91;8.61;-44.12;84.65;10.22;16.89;5.0;979.13;43.741;35.951736;-83.93387;808.36;NaN;;3.46;13.617451;35.1;8 / 19;5523;2022-10-17 20:02:45:583
-2.6635;2.4497;7.2891;-3.8011;1.5298;8.9096;1.1497;0.8666;-2.6304;0.8802;-0.1988;0.1393;5.0;2.08;9.99;-44.02;43.4;-8.97;23.1;5.0;979.1;47.576;35.951736;-83.93387;808.36;NaN;;3.46;13.617451;35.1;8 / 19;6024;2022-10-17 20:02:46:084
-0.9443;2.6581;9.2608;-0.2902;2.5093;9.4757;-0.8576;-0.2418;-0.2155;0.0924;-0.4215;-0.4287;4.0;-10.37;-6.21;-44.27;64.64;-14.83;1.75;5.0;979.1;46.571;35.951744;-83.93386;806.54;NaN;;3.06;14.25483;36.0;8 / 19;6524;2022-10-17 20:02:46:584
0.315;2.1341;9.7899;-0.3115;1.9522;9.6053;-1.0395;0.013;-0.1309;0.067;0.451;0.0354;0.0;-15.09;-9.54;-42.64;94.68;-11.48;1.86;5.0;979.12;49.855;35.951744;-83.93386;806.54;NaN;;3.06;14.25483;36.0;8 / 19;7024;2022-10-17 20:02:47:084
