ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.3964;2.7939;8.4;-3.7517;1.8779;8.8639;0.8949;1.2633;-1.8097;0.4352;-0.2372;-0.3142;1799.0;6.32;-26.42;-35.59;160.09;-13.88;18.95;5.0;984.34;53.054;35.95847;-83.92483;789.51;NaN;;5.08;20.405602;150.9;11 / 18;22;2022-10-18 09:31:59:932
-1.9319;3.6452;8.1476;-2.2608;3.1378;9.0119;0.9238;-0.3383;0.767;-0.0547;0.1114;0.2873;1162.0;3.68;-26.19;-36.64;158.25;-18.66;14.08;5.0;984.3;51.585;35.95847;-83.92483;789.51;NaN;;5.08;20.405602;150.9;11 / 18;520;2022-10-18 09:32:00:430
-0.8435;2.2331;9.2539;0.0194;0.4025;9.7984;-1.3904;1.3379;-2.6404;-1.378;-0.2124;0.3015;2262.0;-3.09;-26.12;-37.11;173.18;-2.35;-0.11;5.0;984.31;54.015;35.958454;-83.924805;788.48;NaN;;5.04;17.352877;153.8;14 / 18;1020;2022-10-18 09:32:00:930
-1.4821;-0.6646;9.0562;-2.2003;-1.3996;9.4536;0.7804;0.1422;-0.6444;-1.1812;0.9857;1.019;6855.0;-6.02;-15.11;-43.65;148.37;12.23;11.3;5.0;984.29;52.915;35.958454;-83.924805;788.48;NaN;;5.04;17.352877;153.8;14 / 18;1520;2022-10-18 09:32:01:430
-0.6135;2.4347;7.7862;-0.0127;1.7273;9.6533;-0.182;-0.1233;-1.834;0.6274;-0.3067;-0.4209;5657.0;-7.41;-17.29;-42.43;142.93;-10.14;0.08;5.0;984.29;51.779;35.95844;-83.924805;781.66;NaN;;4.64;15.741685;153.7;14 / 18;2020;2022-10-18 09:32:01:930
-0.8124;2.2639;8.4933;-0.1266;2.1161;9.5748;-0.0081;0.476;-1.7139;-0.0077;-0.1843;0.2989;3964.0;-9.6;-26.32;-37.28;148.97;-12.46;0.76;5.0;984.27;53.088;35.95844;-83.924805;781.66;NaN;;4.64;15.741685;153.7;14 / 18;2520;2022-10-18 09:32:02:430
0.382;2.4269;7.7321;-0.1836;2.0606;9.586;0.5961;-0.0923;-0.6712;0.4334;0.0795;-0.3797;4414.0;-11.12;-25.54;-37.56;149.58;-10.11;0.18;5.0;984.26;52.362;35.95842;-83.92481;783.79;NaN;;4.97;13.524254;151.4;15 / 18;3021;2022-10-18 09:32:02:931
-0.0027;2.93;8.2633;-0.3186;3.2969;9.2304;-0.0475;-0.5424;-0.3067;0.6141;-0.4381;-0.2539;3696.0;-8.14;-29.51;-34.82;155.05;-15.17;2.05;5.0;984.27;54.536;35.95842;-83.92481;783.79;NaN;;4.97;13.524254;151.4;15 / 18;3520;2022-10-18 09:32:03:430
-1.5586;3.8097;9.169;-0.7001;2.6532;9.4149;0.4201;0.5239;-1.5287;0.3867;0.1314;-0.0874;4220.0;-5.76;-30.39;-34.43;161.09;-14.69;1.7;5.0;984.29;51.426;35.9584;-83.924805;785.14;NaN;;4.61;12.608957;152.1;15 / 18;4020;2022-10-18 09:32:03:930
-1.2018;3.5812;6.7146;-0.2351;3.6168;9.1123;-0.9069;-0.4814;-2.723;0.7698;-1.3056;0.4671;3605.0;-4.29;-31.61;-32.19;164.98;-21.64;1.48;5.0;984.27;51.967;35.9584;-83.924805;785.14;NaN;;4.61;12.608957;152.1;15 / 18;4521;2022-10-18 09:32:04:431
0.6508;3.8976;7.7611;-0.4164;3.4362;9.1755;1.3608;1.2459;-2.1757;-0.014;0.1452;0.1907;3255.0;-6.94;-34.5;-28.37;162.1;-22.99;-0.89;5.0;984.29;51.041;35.95839;-83.924805;778.29;NaN;;4.61;12.418575;154.5;15 / 18;5020;2022-10-18 09:32:04:930
-0.0254;1.2374;10.433;-0.6744;0.2834;9.7793;1.2389;0.546;0.399;0.3047;-0.2805;0.0696;5081.0;-5.96;-28.88;-35.51;163.16;-1.66;3.95;5.0;984.3;52.654;35.95839;-83.924805;778.29;NaN;;4.61;12.418575;154.5;15 / 18;5520;2022-10-18 09:32:05:430
