sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.9529;3.5288;8.2801;-0.9066;3.431;9.1421;0.1186;-0.0157;0.1934;-0.115;-0.5701;-0.1979;295.0;21.09;5.4;-11.31;298.66;-22.26;10.56;2.0;990.11;56.806;35.958614;-83.92503;825.32;NaN;;1.3;44.881344;338.0;4 / 16;16;2022-10-02 18:09:00:359
-0.9135;2.6551;9.4173;-0.5874;3.1217;9.278;0.2225;0.6603;0.274;-0.1562;0.0926;0.0551;422.0;14.23;9.17;-19.59;320.04;-18.56;3.62;2.0;990.15;55.65;35.958584;-83.92501;787.11;NaN;;1.08;20.767517;5.5;4 / 16;516;2022-10-02 18:09:00:859
-3.3087;1.8338;8.645;-1.3748;0.2013;9.7077;-1.5254;1.8165;-1.5307;-1.1456;0.2594;0.417;465.0;15.23;11.81;-20.19;318.71;-10.56;3.58;2.0;990.11;55.434;35.958584;-83.92501;787.11;NaN;;1.08;20.767517;5.5;4 / 16;1016;2022-10-02 18:09:01:359
-0.0479;3.4056;9.7211;0.2295;2.1338;9.5689;-0.9965;0.6317;-1.2216;0.5267;-0.281;-0.3638;614.0;18.81;14.68;-19.54;314.13;-12.57;-1.37;2.0;990.17;55.899;35.9586;-83.925;782.11;NaN;;1.3;17.349142;326.3;10 / 16;1514;2022-10-02 18:09:01:857
-0.1089;2.455;9.2243;0.8803;2.0919;9.5404;-0.8964;0.4704;-0.7624;-0.1119;0.1676;0.8423;606.0;14.29;12.23;-26.83;316.9;-13.54;-5.48;2.0;990.12;62.303;35.9586;-83.925;782.11;NaN;;1.3;17.349142;326.3;10 / 16;2015;2022-10-02 18:09:02:358
-0.5495;0.51;11.2403;0.4352;1.5811;9.6686;-2.0884;-0.6927;-1.6953;-0.7778;0.1778;1.0284;662.0;22.31;4.09;-29.59;290.28;-9.28;-2.58;2.0;990.1;57.198;35.9586;-83.925;782.11;NaN;;1.3;17.349142;326.3;10 / 16;2516;2022-10-02 18:09:02:859
-1.1515;1.3334;8.6019;-0.2678;1.5663;9.6771;1.4246;-0.2878;1.1129;0.0525;1.0278;0.4862;741.0;26.36;-4.56;-28.93;268.76;-9.12;-3.52;2.0;990.13;58.371;35.9586;-83.925;782.11;NaN;;1.3;17.349142;326.3;10 / 16;3015;2022-10-02 18:09:03:358
-1.3095;0.705;10.9496;-0.4664;2.6035;9.4432;-2.2018;-0.3632;-2.0414;-0.2606;-0.2433;1.5233;846.0;24.75;-18.58;-23.61;243.95;-15.4;2.83;2.0;990.06;61.687;35.9586;-83.92501;786.08;NaN;;1.15;13.361929;114.8;11 / 16;3515;2022-10-02 18:09:03:858
-1.5443;1.9956;9.2172;-0.0187;2.7831;9.4034;-0.2642;0.4882;0.9867;0.2004;-0.1919;0.3179;888.0;14.79;-29.76;-21.04;210.98;-15.44;2.99;2.0;990.1;59.432;35.9586;-83.92501;786.08;NaN;;1.15;13.361929;114.8;11 / 16;4015;2022-10-02 18:09:04:358
0.0048;3.8306;8.5732;-0.2586;3.3622;9.2087;0.3701;0.2875;0.5749;0.3793;0.3394;0.5436;847.0;7.73;-32.03;-21.21;198.01;-20.05;1.61;2.0;990.11;58.337;35.95859;-83.92501;789.42;NaN;;2.56;12.226105;148.3;11 / 16;4516;2022-10-02 18:09:04:859
0.8198;4.1237;9.489;-0.3115;3.4388;9.1787;-0.1229;-0.3152;-0.6292;0.1312;-0.542;-0.0938;797.0;4.91;-32.98;-20.19;190.27;-20.53;1.94;2.0;990.09;58.836;35.95859;-83.92501;789.42;NaN;;2.56;12.226105;148.3;11 / 16;5015;2022-10-02 18:09:05:358
-0.0311;3.4558;9.4149;0.0031;3.187;9.2743;0.7035;0.641;-1.3097;-0.2259;-0.0234;-0.2572;737.0;0.79;-33.45;-20.59;182.37;-18.96;-0.02;2.0;990.12;55.846;35.958584;-83.92501;792.79;NaN;;4.61;12.226105;170.8;11 / 16;5515;2022-10-02 18:09:05:858
-0.3628;2.4694;8.6019;0.2755;2.5911;9.4541;-0.7667;-0.0986;-0.7249;0.2509;-0.3447;0.3234;715.0;2.1;-31.48;-23.04;183.43;-13.59;1.29;2.0;990.07;55.482;35.958584;-83.92501;792.79;NaN;;4.61;12.226105;170.8;11 / 16;6015;2022-10-02 18:09:06:358
-0.2596;2.7855;7.0519;0.1848;2.3247;9.5253;1.7148;0.6106;-0.1392;-0.0907;0.5847;-0.3462;587.0;-2.16;-29.89;-25.69;176.28;-13.71;-1.11;2.0;990.07;56.17;35.958576;-83.925;790.16;NaN;;2.84;12.226105;170.7;11 / 16;6515;2022-10-02 18:09:06:858
