ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.1938;3.4929;8.8415;-1.1074;3.1396;9.2243;0.3305;-0.0095;-0.6724;-0.4808;-0.4517;0.2228;10446.0;3.21;-28.42;-26.29;179.62;-18.67;6.85;5.0;991.55;58.774;35.958393;-83.92481;798.16;NaN;;0.0;25.048767;;0 / 16;18;2022-10-03 13:45:33:193
-4.52;0.067;5.5926;-5.3142;-0.3838;8.233;3.8494;1.1135;-1.1573;0.5145;-0.8854;-1.9984;14962.0;0.58;-20.61;-33.23;142.33;2.24;32.84;5.0;991.49;57.645;35.9584;-83.924774;794.07;NaN;;3.46;20.3623;160.8;11 / 16;518;2022-10-03 13:45:33:693
-2.7233;-1.4174;6.5551;-3.9692;-1.5795;8.8273;-0.1432;-2.8639;4.7478;0.8385;0.5455;0.9635;13940.0;16.39;-10.11;-36.69;177.97;9.27;24.21;5.0;991.55;59.086;35.9584;-83.924774;794.07;NaN;;3.46;20.3623;160.8;11 / 16;1019;2022-10-03 13:45:34:194
1.1133;2.1727;7.3678;-1.3463;2.7874;9.3053;0.7525;-0.8851;2.3746;1.2322;-0.1311;0.7642;16711.0;10.82;-20.08;-32.55;213.12;-16.51;8.23;5.0;991.52;57.521;35.958385;-83.92477;797.1;NaN;;4.57;16.302807;162.7;11 / 16;1519;2022-10-03 13:45:34:694
10.5927;-2.6049;4.2903;9.651;-1.468;-0.9348;4.1412;-1.0793;4.302;-2.1008;-3.3907;2.2225;10121.0;-5.31;-29.16;-20.47;214.45;-9.69;-78.36;5.0;991.57;59.663;35.958385;-83.92477;797.1;NaN;;4.57;16.302807;162.7;11 / 16;2018;2022-10-03 13:45:35:193
12.2614;-3.5587;-3.3972;9.4953;-0.4855;-2.403;5.2874;0.486;3.1927;2.0276;2.065;-2.9576;1203.0;-37.37;-14.47;8.78;181.27;2.84;-104.2;5.0;991.49;64.226;35.958378;-83.92477;799.42;NaN;;2.38;14.512817;165.7;11 / 16;2518;2022-10-03 13:45:35:693
7.6146;-3.3314;-1.756;9.0412;-1.8977;-3.2902;0.3921;-2.1334;-2.0731;-1.041;0.1759;3.0966;1118.0;-23.87;-22.95;25.07;151.86;11.16;-110.0;5.0;991.54;55.543;35.958378;-83.92477;799.42;NaN;;2.38;14.512817;165.7;11 / 16;3018;2022-10-03 13:45:36:193
11.2403;-5.5675;-2.7999;8.7528;-3.3857;-2.8452;6.5599;-0.0688;2.1022;2.1713;0.7307;-3.8756;1074.0;-36.49;-2.96;20.18;154.8;20.2;-108.01;5.0;991.52;56.22;35.95836;-83.92476;802.55;NaN;;4.54;13.896461;147.8;11 / 16;3518;2022-10-03 13:45:36:693
9.306;-2.5546;-1.9777;8.6339;-3.4845;-3.0798;1.8913;-0.7064;-1.8842;-1.3624;0.6699;2.6708;1075.0;-28.31;-17.68;24.09;149.04;5.04;-110.65;5.0;991.55;53.904;35.95836;-83.92476;802.55;NaN;;4.54;13.896461;147.8;11 / 16;4017;2022-10-03 13:45:37:192
7.3176;-4.5571;-1.7225;9.5192;0.3193;-2.3351;-0.6897;-5.0028;0.2644;1.2677;0.1687;-3.2838;1091.0;-33.98;-1.8;20.72;142.41;18.62;-105.86;5.0;991.53;58.032;35.95834;-83.92476;805.79;NaN;;5.0;13.114023;152.5;11 / 16;4518;2022-10-03 13:45:37:693
