sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-4.483;0.6823;14.2759;-1.6877;0.5556;9.6443;-0.4393;2.0798;-1.3014;-2.3852;1.2245;0.9288;4630.0;-12.47;-15.36;-39.98;124.5;-3.25;9.93;2.0;990.49;49.669;35.955223;-83.92885;828.63;NaN;;4.46;12.58299;80.1;17 / 19;24;2022-10-23 14:06:40:700
2.278;1.5048;3.6329;1.0554;0.1226;9.7489;-1.5196;1.133;-4.2012;-1.1175;-1.2186;0.2121;74679.0;-7.54;-12.83;-41.38;106.75;-12.25;9.44;2.0;990.44;57.322;35.955223;-83.92885;828.63;NaN;;4.46;12.58299;80.1;17 / 19;524;2022-10-23 14:06:41:200
9.7056;1.209;4.3394;8.8214;-2.2542;-3.6431;3.8198;0.5813;7.3593;-0.3283;-1.8195;0.4155;9662.0;-34.22;-17.78;-11.57;225.46;13.29;-112.44;2.0;990.52;51.33;35.955223;-83.92883;827.22;NaN;;4.68;12.226105;86.9;17 / 19;1025;2022-10-23 14:06:41:701
3.9802;-2.6599;-3.7947;8.1205;5.4754;0.4986;-2.2983;-8.4621;-4.6233;2.6482;0.6761;-3.0355;11126.0;-38.31;-15.0;27.45;75.07;-33.94;-86.49;2.0;990.5;57.611;35.955223;-83.92883;827.22;NaN;;4.68;12.226105;86.9;17 / 19;1524;2022-10-23 14:06:42:200
11.1745;3.6461;0.9577;7.6482;-3.7855;-4.8317;4.6761;3.0196;0.8248;-0.9147;-1.3146;2.1706;8666.0;-31.48;-11.23;34.05;155.92;22.71;-122.28;2.0;990.52;50.772;35.955223;-83.92882;830.14;NaN;;5.4;12.226105;82.3;17 / 21;2025;2022-10-23 14:06:42:701
-1.4282;-6.2414;-3.5456;6.943;5.9254;-3.5853;0.7485;-10.9207;-1.0864;1.2684;-0.7683;-2.5138;9869.0;-30.43;-1.93;37.91;80.04;-13.62;-96.28;2.0;990.52;55.196;35.955223;-83.92882;830.14;NaN;;5.4;12.226105;82.3;17 / 21;2524;2022-10-23 14:06:43:200
11.0261;3.8677;0.2177;7.057;-4.1621;-5.3895;5.2484;8.0939;4.2965;-1.0646;-0.8629;2.1737;7762.0;-27.04;-5.85;39.68;143.23;26.11;-123.23;2.0;990.56;53.011;35.95523;-83.9288;825.91;NaN;;5.15;12.226105;58.5;17 / 21;3024;2022-10-23 14:06:43:700
0.1687;-5.3462;-3.6389;6.7892;5.9528;-3.8263;0.7829;-11.5002;-0.8022;1.8965;-1.712;-2.1359;9548.0;-31.8;-4.46;35.98;32.6;-37.37;-119.41;2.0;990.5;57.345;35.95523;-83.9288;825.91;NaN;;5.15;12.226105;58.5;17 / 21;3524;2022-10-23 14:06:44:200
11.828;2.1679;-0.3389;8.0736;-3.6276;-4.2222;2.0967;5.7306;3.1505;-2.0104;0.1119;2.9034;7293.0;-31.26;-4.76;38.31;137.84;21.71;-117.61;2.0;990.57;50.999;35.95524;-83.92879;831.11;NaN;;5.0;12.226105;52.0;17 / 21;4024;2022-10-23 14:06:44:700
3.4319;-2.7221;-2.971;9.0191;3.4607;-1.6879;-0.2616;-7.8856;-1.4248;1.5929;-0.5098;-2.2113;9652.0;-35.16;-1.22;33.43;62.82;-20.66;-100.6;2.0;990.56;61.116;35.95524;-83.92879;831.11;NaN;;5.0;12.226105;52.0;17 / 21;4523;2022-10-23 14:06:45:199
11.9848;1.4091;-2.5391;7.1149;-4.8301;-4.7136;3.9199;4.7319;1.6953;-1.1962;-0.164;1.3239;8254.0;-33.92;-5.96;34.78;136.35;18.17;-113.14;2.0;990.56;50.644;35.95525;-83.92878;831.6;NaN;;4.86;12.226105;55.6;17 / 21;5023;2022-10-23 14:06:45:699
2.5953;-3.3924;-4.0017;9.5158;2.3703;-0.0361;2.6394;-8.1944;-2.5946;2.0876;0.7938;-3.2069;10046.0;-34.18;-1.14;33.58;77.87;-13.99;-90.22;2.0;990.54;61.543;35.95525;-83.92878;831.6;NaN;;4.86;12.226105;55.6;17 / 21;5523;2022-10-23 14:06:46:199
14.2974;1.9558;-1.1647;6.6945;-4.8513;-5.2743;8.1659;3.5484;3.4497;-1.1132;-1.2219;2.4892;10239.0;-35.98;-11.72;29.94;177.81;29.65;-128.23;2.0;990.6;52.561;35.955254;-83.92876;829.52;NaN;;4.79;12.226105;58.9;17 / 21;6024;2022-10-23 14:06:46:700
1.5778;-4.8087;-3.6799;7.7013;5.9864;-1.0114;0.6629;-12.5331;-4.1445;3.4838;1.1159;-4.2723;10838.0;-34.46;-1.84;33.81;80.38;-12.46;-91.65;2.0;990.55;61.773;35.955254;-83.92876;829.52;NaN;;4.79;12.226105;58.9;17 / 21;6525;2022-10-23 14:06:47:201
11.5804;3.8174;0.6332;8.7853;-2.7618;-3.3705;5.8883;4.9331;0.9683;-1.0794;-0.7512;2.4052;9954.0;-34.8;-19.05;27.24;157.21;16.36;-110.99;2.0;990.62;51.281;35.955257;-83.92875;831.81;NaN;;4.9;12.226105;63.0;17 / 21;7024;2022-10-23 14:06:47:700
4.7091;-2.9961;-3.475;9.3214;2.9907;-0.5816;-1.7771;-6.0716;-4.4009;3.3415;0.2533;-2.5669;9807.0;-37.07;-4.33;28.73;73.28;-17.76;-93.57;2.0;990.59;61.031;35.955257;-83.92875;831.81;NaN;;4.9;12.226105;63.0;17 / 21;7524;2022-10-23 14:06:48:200
11.584;3.8689;1.8888;8.1014;-3.594;-4.1978;3.4856;4.2417;2.3931;-1.113;-0.6486;1.9532;10257.0;-37.31;-14.38;26.04;140.41;6.45;-105.12;2.0;990.62;53.722;35.955265;-83.928734;831.6;NaN;;4.64;12.226105;61.4;17 / 21;8024;2022-10-23 14:06:48:700
1.8482;-3.9419;-4.1405;8.3736;4.9577;-1.2144;-2.3607;-8.6985;-3.3942;0.7584;-0.8226;-1.0196;10343.0;-34.54;-5.31;29.78;84.43;-12.4;-91.73;2.0;990.58;61.392;35.955265;-83.928734;831.6;NaN;;4.64;12.226105;61.4;17 / 21;8524;2022-10-23 14:06:49:200
12.6888;3.1783;-0.1484;6.9682;-4.2715;-5.4193;5.9014;7.2405;5.2378;-0.9776;-1.0562;2.339;10084.0;-33.09;-12.84;29.91;162.23;22.81;-120.29;2.0;990.6;52.177;35.955273;-83.92872;831.94;NaN;;4.79;12.226105;60.3;16 / 21;9024;2022-10-23 14:06:49:700
6.0799;-4.3837;-4.2891;8.6122;4.6546;-0.5796;1.3341;-10.4293;-2.9858;1.379;0.3206;-2.6868;12031.0;-33.09;-7.91;29.61;71.0;-28.34;-93.85;2.0;990.57;64.111;35.955273;-83.92872;831.94;NaN;;4.79;12.226105;60.3;16 / 21;9525;2022-10-23 14:06:50:201
11.834;5.1879;-0.3281;7.6611;-4.4966;-4.1544;5.571;7.9967;2.8808;-0.1713;-0.9008;2.8578;10578.0;-30.06;-12.32;30.23;157.62;27.29;-118.47;2.0;990.61;53.428;35.955276;-83.92871;832.0;NaN;;4.9;12.226105;59.5;16 / 21;10024;2022-10-23 14:06:50:700
5.7147;-3.5743;-3.4199;9.1385;3.493;-0.676;0.436;-8.2846;-1.3315;1.4074;0.2382;-2.3725;11404.0;-32.16;-2.27;29.98;93.28;-0.79;-96.2;2.0;990.6;59.489;35.955276;-83.92871;832.0;NaN;;4.9;12.226105;59.5;16 / 21;10525;2022-10-23 14:06:51:201
11.3731;3.7875;0.3497;6.3957;-5.5899;-4.9008;7.4815;6.4916;1.9978;-1.3796;0.1728;1.1001;9928.0;-30.6;-10.03;28.65;150.07;22.71;-113.54;2.0;990.67;52.522;35.955284;-83.9287;831.6;NaN;;4.86;12.226105;58.8;16 / 21;11024;2022-10-23 14:06:51:700
6.6832;-5.6824;-3.7469;9.1848;3.2478;-1.1231;3.6295;-10.5901;-0.8694;4.1121;-0.8908;-3.9937;11715.0;-29.83;-4.09;28.82;73.91;-19.34;-96.97;2.0;990.63;62.133;35.955284;-83.9287;831.6;NaN;;4.86;12.226105;58.8;16 / 21;11525;2022-10-23 14:06:52:201
12.2112;1.4163;-2.1667;7.9418;-4.0581;-4.0781;3.5003;4.6049;0.1841;-1.8109;-0.2929;2.3605;9724.0;-25.99;-6.62;31.69;142.97;24.44;-117.18;2.0;990.67;47.868;35.95529;-83.92869;830.7;NaN;;4.86;12.226105;56.4;16 / 21;12024;2022-10-23 14:06:52:700
