sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.0853;1.6017;11.2714;-1.4389;2.7042;9.316;-0.6348;0.2271;1.7635;0.429;-0.4429;-0.1581;17302.0;5.51;-33.58;-22.39;185.56;-16.01;8.78;5.0;995.41;60.957;35.95848;-83.92474;773.35;NaN;;3.74;18.287876;158.9;12 / 20;20;2022-10-11 12:50:18:478
-1.0845;-1.7237;9.6518;-1.912;-0.6311;9.5977;-1.177;-0.1327;-0.945;-1.8836;0.6556;1.237;56320.0;4.69;-29.36;-26.17;176.19;-4.12;14.78;5.0;995.4;61.454;35.95848;-83.924736;769.56;NaN;;4.72;16.121725;158.9;14 / 20;521;2022-10-11 12:50:18:979
0.51;3.8545;10.9723;-0.8519;3.9122;8.952;-0.3525;0.6561;-1.233;-0.2028;-0.1133;0.0467;29882.0;-0.92;-30.43;-25.69;168.64;-23.51;5.44;5.0;995.42;61.83;35.95848;-83.924736;769.56;NaN;;4.72;16.121725;158.9;14 / 20;1020;2022-10-11 12:50:19:478
0.8584;1.701;12.6565;0.6831;2.0618;9.5631;-0.854;1.3319;0.9242;-0.5706;0.1323;-0.0577;28056.0;-5.02;-33.37;-22.57;170.0;-15.0;-1.08;5.0;995.44;59.272;35.958473;-83.924736;769.86;NaN;;3.67;14.782836;155.6;14 / 20;1521;2022-10-11 12:50:19:979
-0.1687;3.5551;11.0225;-1.7091;1.6714;9.5108;1.3983;1.8403;0.191;0.263;0.7386;0.0525;52418.0;-7.52;-28.14;-27.07;149.66;-14.63;8.93;5.0;995.44;60.5;35.958473;-83.924736;769.86;NaN;;3.67;14.782836;155.6;14 / 20;2021;2022-10-11 12:50:20:479
-4.8793;-0.262;13.8631;-2.9198;1.5996;9.2242;-1.502;0.0804;1.6618;-0.1603;-0.2953;0.1521;65053.0;0.02;-28.39;-27.92;160.04;-9.39;17.56;5.0;995.42;62.692;35.958466;-83.924736;768.72;NaN;;4.54;13.946086;142.7;14 / 20;2521;2022-10-11 12:50:20:979
0.5339;4.386;10.4695;-1.7393;4.4209;8.5791;2.0081;0.0375;-0.4924;0.2953;-0.5546;0.3173;25111.0;0.47;-32.78;-21.79;161.71;-29.87;15.75;5.0;995.46;61.17;35.958466;-83.924736;768.72;NaN;;4.54;13.946086;142.7;14 / 20;3020;2022-10-11 12:50:21:478
-5.3291;1.1958;15.588;-2.5682;1.5396;9.3383;-2.7999;1.6343;0.2935;0.0382;0.1674;0.8301;34423.0;1.78;-33.3;-20.44;174.25;-14.13;13.52;5.0;995.44;56.758;35.95845;-83.924736;772.02;NaN;;4.0;14.662749;158.1;14 / 20;3520;2022-10-11 12:50:21:978
-1.1037;3.8438;9.6302;-1.9874;4.2164;8.628;0.3226;-0.0391;-1.5488;-0.7793;-1.3949;-0.265;14775.0;4.39;-33.23;-19.82;172.85;-33.19;17.14;5.0;995.44;58.791;35.95845;-83.924736;772.02;NaN;;4.0;14.662749;158.1;14 / 20;4020;2022-10-11 12:50:22:478
-6.2019;-0.7612;11.4652;-3.036;0.5998;9.3055;-1.5615;2.1066;0.0359;-0.0091;-0.1958;0.3861;50206.0;4.01;-29.81;-23.17;173.34;-3.51;18.07;5.0;995.42;63.829;35.95844;-83.92474;777.61;NaN;;3.82;14.647719;155.2;14 / 20;4520;2022-10-11 12:50:22:978
