ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.6308;2.9339;9.3694;-0.047;4.6454;8.6364;0.8425;-1.0668;1.3176;-0.4605;0.12;-0.1578;71875.0;-11.96;-6.43;-41.4;40.91;-28.27;0.31;5.0;982.57;51.704;35.95508;-83.929115;838.81;NaN;;5.33;19.223797;29.4;15 / 21;9;2022-10-25 13:07:08:196
-0.6787;1.5718;10.2981;-0.8067;2.7407;9.3813;-0.6457;-1.2842;3.3508;0.8023;0.196;0.7267;60759.0;-13.05;-4.59;-53.94;60.55;-16.23;4.92;5.0;982.59;53.276;35.955097;-83.92911;840.18;NaN;;5.69;17.135893;47.1;15 / 21;510;2022-10-25 13:07:08:697
-0.9733;0.4262;11.9225;-1.8734;2.3739;9.3287;-0.8861;-2.0168;2.3983;0.9542;-2.5466;-0.5546;71584.0;-4.12;-8.78;-54.3;74.44;-15.3;14.52;5.0;982.57;52.594;35.955097;-83.92911;840.18;NaN;;5.69;17.135893;47.1;15 / 21;1010;2022-10-25 13:07:09:197
-0.1496;1.1097;11.2511;-0.8943;2.8421;9.3431;0.414;-0.8137;1.7771;-0.2709;1.1209;0.6403;47964.0;-14.33;-16.82;-42.51;98.23;-19.03;0.88;5.0;982.57;55.404;35.95511;-83.929085;839.48;NaN;;5.44;15.191374;66.7;16 / 21;1510;2022-10-25 13:07:09:697
-1.8099;0.9781;9.1202;-3.2808;1.6358;9.0956;-1.071;-2.1304;3.5867;0.0234;0.4303;-0.9067;79267.0;-4.01;-7.44;-42.0;91.71;-9.6;19.83;5.0;982.56;56.03;35.95511;-83.929085;839.48;NaN;;5.44;15.191374;66.7;16 / 21;2009;2022-10-25 13:07:10:196
-2.5259;1.7046;5.6082;-4.3336;1.6386;8.6432;-0.765;-0.7339;4.307;0.7374;-0.0387;0.5457;90466.0;3.62;-0.49;-41.29;66.54;-9.62;26.63;5.0;982.52;56.991;35.955116;-83.92907;838.7;NaN;;5.4;14.214265;68.6;16 / 21;2509;2022-10-25 13:07:10:696
-1.3597;2.3629;6.3275;-2.7986;2.1091;9.1591;-0.0566;-2.2761;3.0316;0.1885;-0.3074;-0.0088;91850.0;3.6;-4.43;-42.64;67.26;-11.5;19.48;5.0;982.55;54.008;35.955116;-83.92907;838.7;NaN;;5.4;14.214265;68.6;16 / 21;3010;2022-10-25 13:07:11:197
-1.1503;1.6914;6.3012;-2.5129;2.6541;9.1001;1.3707;-1.8641;0.8031;1.2992;-0.1613;-0.4268;79827.0;-0.28;-4.99;-44.68;59.96;-15.7;15.44;5.0;982.55;50.301;35.955128;-83.92906;832.93;NaN;;5.69;12.535144;66.5;17 / 21;3510;2022-10-25 13:07:11:697
-0.856;5.17;6.9607;-1.5243;1.9087;9.4976;0.0115;-1.2984;3.9833;-0.2455;-0.2345;0.0651;67243.0;-7.61;-10.56;-43.93;93.09;-13.61;10.64;5.0;982.57;57.642;35.955128;-83.92906;832.93;NaN;;5.69;12.535144;66.5;17 / 21;4010;2022-10-25 13:07:12:197
-0.0694;2.9602;5.9291;-2.4078;3.6247;8.7883;1.5913;-1.6268;-1.3821;0.6868;0.4296;0.8554;63977.996;-9.15;-10.8;-45.24;75.94;-19.94;10.23;5.0;982.56;52.003;35.955135;-83.929054;824.53;NaN;;5.33;12.226105;65.7;17 / 21;4510;2022-10-25 13:07:12:697
