sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4825;2.1392;9.5919;-0.488;2.2481;9.533;-1.8241;-0.0474;1.2907;-0.5773;-0.9837;0.1367;4894.0;11.33;-32.18;-23.59;197.7;-19.83;9.6;5.0;984.04;60.891;35.958504;-83.92501;779.72;NaN;;3.24;16.689823;160.6;0 / 19;19;2022-10-26 12:35:08:236
0.2776;2.1727;8.2238;-0.8862;2.7372;9.3751;-1.2363;-0.9671;-0.0794;-0.2046;-0.0189;0.8547;6115.0;4.52;-27.64;-30.28;185.32;-15.96;6.2;5.0;984.08;61.775;35.958496;-83.92497;761.6;NaN;;3.78;12.882117;153.2;7 / 19;519;2022-10-26 12:35:08:736
1.5048;1.2162;11.0022;0.5396;1.8018;9.6246;-0.7773;-0.0064;2.1392;-0.261;-0.1972;0.4109;6593.0;-3.21;-27.13;-30.94;176.54;-10.59;-3.21;5.0;984.03;62.632;35.958496;-83.92497;761.6;NaN;;3.78;12.882117;153.2;7 / 19;1018;2022-10-26 12:35:09:235
-2.5989;2.9937;8.9492;-0.9081;3.5084;9.1125;-0.252;0.0269;0.3585;-0.1205;0.7686;0.1104;6326.0;-4.76;-28.95;-29.19;155.13;-20.96;5.69;5.0;984.07;61.773;35.95849;-83.924965;746.92;NaN;;4.28;12.226105;152.6;11 / 19;1518;2022-10-26 12:35:09:735
-2.2026;0.2548;16.2129;-2.955;1.7042;9.1943;1.4915;1.5131;1.047;-0.5291;0.2088;0.1385;8238.0;0.69;-28.26;-30.24;158.56;-14.9;16.77;5.0;984.05;60.561;35.95849;-83.924965;746.92;NaN;;4.28;12.226105;152.6;11 / 19;2018;2022-10-26 12:35:10:235
-5.7386;1.0857;9.95;-4.4392;2.4786;8.3857;-0.6751;-0.2528;-0.8089;-1.3685;0.5853;-0.2668;8646.0;6.39;-26.87;-30.92;154.73;-21.89;22.62;5.0;984.02;60.34;35.958473;-83.924965;775.08;NaN;;4.64;12.226105;151.9;11 / 19;2518;2022-10-26 12:35:10:735
-5.9674;1.4713;13.049;-4.8477;1.7119;8.351;0.9827;1.0264;0.4825;0.7331;0.0807;-0.6555;9127.0;12.96;-24.34;-31.16;166.37;-10.05;30.14;5.0;984.05;61.055;35.958473;-83.924965;775.08;NaN;;4.64;12.226105;151.9;11 / 19;3017;2022-10-26 12:35:11:234
-7.2386;1.433;8.8714;-5.4711;2.65;7.6951;-0.3178;-0.251;-0.0394;-0.4424;0.5179;-0.0215;8322.0;14.4;-26.06;-29.21;161.85;-15.68;35.41;5.0;984.05;60.487;35.958454;-83.92494;773.88;NaN;;4.79;12.226105;149.1;11 / 19;3519;2022-10-26 12:35:11:736
-7.7761;2.132;12.769;-5.6716;2.2105;7.6888;-1.2904;0.5718;3.7;0.4365;0.4142;-0.255;7524.0;15.28;-25.33;-29.12;166.46;-12.05;34.85;5.0;984.0;61.53;35.958454;-83.92494;773.88;NaN;;4.79;12.226105;149.1;11 / 19;4018;2022-10-26 12:35:12:235
-7.7713;1.5;9.4687;-5.5262;3.3043;7.3968;0.5554;-0.4184;-1.0347;0.0157;0.409;-0.1035;6554.0;15.19;-26.61;-27.0;164.66;-19.69;36.76;5.0;984.03;60.212;35.958447;-83.924934;798.77;NaN;;5.08;12.875274;148.3;12 / 19;4518;2022-10-26 12:35:12:735
