ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.7648;-1.7752;12.5486;-1.4365;-0.7324;9.6732;-1.3375;0.5757;-0.8403;-2.9157;-0.6242;1.6998;1860.0;11.53;-18.84;-31.52;197.1;-12.42;14.75;2.0;987.78;55.059;35.958473;-83.925064;840.79;NaN;;4.14;15.44283;150.4;12 / 18;16;2022-10-24 15:43:49:752
-0.1986;1.8027;7.2446;-3.1214;-0.0012;9.2966;-1.2795;0.5713;-2.2585;0.7632;-2.0272;0.8042;1658.0;10.22;-8.08;-39.06;159.87;0.01;18.56;2.0;987.74;63.772;35.958473;-83.925064;840.79;NaN;;4.14;15.44283;150.4;12 / 18;516;2022-10-24 15:43:50:252
-4.2772;-0.1819;9.5261;0.9353;-0.0703;9.7617;-2.1526;0.8512;-1.0719;-0.1919;0.2101;-0.6403;1483.0;-1.26;-10.72;-39.58;201.01;-0.03;-7.48;2.0;987.74;56.974;35.95848;-83.92504;834.68;NaN;;3.89;17.17406;147.4;11 / 18;1017;2022-10-24 15:43:50:753
0.8979;1.9645;7.2135;1.6964;2.6443;9.2898;-0.3991;-0.6429;-0.8896;0.6353;0.1536;-0.2434;1462.0;-2.55;-14.59;-37.01;205.1;-11.38;-10.0;2.0;987.75;59.458;35.95848;-83.92504;834.68;NaN;;3.89;17.17406;147.4;11 / 18;1516;2022-10-24 15:43:51:252
1.6735;2.6336;7.1201;3.0629;2.7711;8.8944;1.6122;1.0706;-0.762;0.201;0.2087;-0.6471;1459.0;-7.14;-19.59;-32.01;196.19;-13.08;-18.5;2.0;987.72;61.706;35.958466;-83.92503;834.57;NaN;;5.26;14.642886;157.9;11 / 18;2016;2022-10-24 15:43:51:752
0.8091;1.6974;4.8434;2.7687;2.9209;8.9428;-0.2692;0.0439;-2.0121;-0.916;-0.5892;-0.263;1364.0;-6.64;-19.82;-30.75;194.41;-17.33;-17.2;2.0;987.74;59.141;35.958466;-83.92503;834.57;NaN;;5.26;14.642886;157.9;11 / 18;2516;2022-10-24 15:43:52:252
0.0562;2.5857;6.2163;2.381;2.4075;9.2035;0.0067;-0.6306;1.1786;-0.0067;-0.0236;-0.0408;1353.0;-8.94;-18.28;-31.95;175.7;-14.21;-14.5;2.0;987.7;60.393;35.958454;-83.925026;830.07;NaN;;5.08;13.756263;152.5;12 / 18;3016;2022-10-24 15:43:52:752
1.4868;1.002;7.2685;2.3792;1.5303;9.3898;-1.1524;-0.3096;-0.6418;0.3868;-0.2269;0.3451;1290.0;-7.69;-16.5;-34.2;183.29;-8.98;-14.22;2.0;987.73;62.536;35.958454;-83.925026;830.07;NaN;;5.08;13.756263;152.5;12 / 18;3515;2022-10-24 15:43:53:251
1.4174;1.4366;5.0767;2.9262;1.372;9.2588;0.8516;0.3562;-1.7116;0.2735;0.3495;-0.97;1065.0;-10.26;-13.74;-34.84;183.77;-2.38;-17.24;2.0;987.73;57.972;35.958447;-83.92502;827.93;NaN;;2.92;12.910704;164.3;12 / 18;4017;2022-10-24 15:43:53:753
2.4156;1.646;9.2605;2.5225;1.7904;9.306;-1.2117;-0.568;-0.4507;0.69;-0.1106;0.5023;989.0;-8.64;-12.47;-35.96;185.52;-5.49;-15.29;2.0;987.78;58.425;35.958447;-83.92502;827.93;NaN;;2.92;12.910704;164.3;12 / 18;4515;2022-10-24 15:43:54:251
