time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1667847356308908000,1.042907958984375,-1.395802325253198,0.09851887288489296,0.6359541766588488,-0.10980553268798086,-0.7653298379966358,-0.01125401119338187,-0.16587251877482453
1667847357311061500,2.0450615234375,-1.264740534304483,-0.033045893423207844,0.5917716715784517,-0.10704003986261224,-0.8003478562409053,0.09031960820557867,0.16048155359004143
1667847358313216800,3.047216796875,-1.3425667258967002,-0.04063308749502348,0.6230590191464893,-0.15861990230078066,-0.7697490772889957,0.13278867212364193,0.2300486815225947
1667847359315373000,4.049373046875,-1.3017021447753634,-0.04245187072794549,0.6087876828472634,-0.2328974220641568,-0.7721945136572933,0.17689234871997428,0.2847754680654516
1667847360317529000,5.051529052734375,-1.2216989538051817,0.043044245308667836,0.5722852223353037,-0.053954572104813754,-0.8189195165692158,0.002771248646925902,-0.06737862605548353
1667847361319688000,6.05368798828125,-1.3088137176356007,-0.06121857880785598,0.6071243236378956,-0.018979813577269654,-0.7900538258380503,0.05888380902784275,0.16903535416411292
1667847362321845800,7.055845703125,-1.2666317869205912,-0.09702190810936558,0.5920331948226014,-0.16266730950539404,-0.7816984143214091,0.17038480561140804,0.36123592806439386
1667847363324005000,8.058005126953125,-1.242847552600375,0.004540983849428879,0.5822234349948252,0.02111751890180446,-0.8128540686976644,-0.016236853993025966,-0.026292297346442742
1667847364326165200,9.060165283203125,-1.27773320245847,-0.05230922038590801,0.595458788650642,-0.03422006911899855,-0.7994249465818498,0.06010241333447684,0.15584165757720042
1667847365328326100,10.062326171875,-1.2628254731589652,-0.16175704481901793,0.5766358830377574,0.046392874257116606,-0.7957497709614791,0.09004464462925262,0.3696426149992972
1667847366330487800,11.06448779296875,-1.278429492588627,-0.05589473800904695,0.593954171334244,0.16793416671054637,-0.8000821947533461,-0.06294987158312983,0.014662617085451269
1667847367332650200,12.066650146484376,-1.3723999488688226,-0.12756444292916014,0.6243391808212941,0.029125892897321485,-0.765868229490131,0.08587029543528323,0.3074398136315881
1667847368334812000,13.06881201171875,-1.2724356158325631,-0.09875770882708264,0.588223006429362,0.07172434466463228,-0.8021368737215202,0.028582645419045455,0.19326114054734986
1667847369336973300,14.070973388671876,-1.077682973427078,-0.04195135927430103,0.5157375912986127,-0.16001545307266357,-0.8475773636767585,0.1177607478054351,0.1937920464194703
1667847370339136000,15.073135986328126,-1.2075804872224571,-0.021425404462336435,0.5690837972322281,-0.13968540391461712,-0.8159782120743404,0.09931873295667885,0.14855245909380022
1667847371341298400,16.07529833984375,-1.2901049398652185,-0.036113056521467304,0.6010603713602466,-0.04648267896231217,-0.7964069178723829,0.056198213977866396,0.12540686625623523
1667847372343462100,17.077462158203126,-1.2015010710790694,-0.05546251750412414,0.5669973743817841,-0.14891604493985675,-0.8118919009837661,0.1275515901928161,0.23691196381071467
1667847373345622500,18.07962255859375,-1.3110415680720713,-0.05580337291213207,0.6110971573481118,-0.1794443402268086,-0.7742551338569407,0.15483937124766306,0.27927196683792477
1667847374347784200,19.0817841796875,-1.2670562386720101,-0.08225148616770155,0.5884756016444395,0.02343147415546194,-0.8030071270398421,0.04594371435906922,0.18726312595077294
1667847375349945600,20.083945556640625,-1.1254387307765152,0.0255322967803013,0.5331136874502002,-0.1724510751745201,-0.8413061725075823,0.08568417940696488,0.04841677400795259
1667847376352107000,21.08610693359375,-1.277282990998983,-0.07656386368813949,0.602814212904005,-0.3351091551314322,-0.7506080506834716,0.259500569936867,0.4420575883385633
1667847377354269400,22.08826953125,-0.9475308030261114,0.018671988742345675,0.456649633783517,-0.21883634540883495,-0.8822348085082163,0.11306704587594522,0.07037597172867507
1667847378356431400,23.090431396484377,-1.1355188280482837,0.012521021544820916,0.539205511932865,-0.24704596721181074,-0.8307211960974556,0.13785060958984038,0.128207601255006
1667847379358594300,24.09259423828125,-1.2674479267119827,-0.12808372438012275,0.588460577841523,-0.11554288630067114,-0.7812235638349929,0.16431234166615685,0.40444295547331277
1667847380360754700,25.094754638671876,-1.088179197230167,-0.054482443040774035,0.5223452198817329,-0.21948506208335547,-0.8358383421159192,0.1598797579675491,0.2610570021677394
1667847381362916600,26.09691650390625,-1.0167206464653,-0.13493244494584336,0.5060191577548664,-0.39973991573258283,-0.7994696834957467,0.29425522887935196,0.5393126967188785
1667847382365079000,27.0990791015625,-1.1326888769635344,-0.12947095307221887,0.5372352263900178,-0.15768542807149044,-0.8151323465612011,0.1737089433851818,0.40902729400547577
1667847383367240200,28.101240234375,-1.1008584798215988,-0.01895450456920879,0.5252345169039035,-0.17641696208624127,-0.8429801853447582,0.11469034582228022,0.1530318031169872
1667847384369402000,29.103402099609376,-1.1092684315201173,-0.14618785307934423,0.5383219417723198,-0.3365023961237106,-0.7813328519494401,0.27992392711225744,0.5583896450683639
1667847385371564000,30.10556396484375,-1.1442278794677405,-0.1792776371983145,0.5361544776818241,-0.12602442146105672,-0.8031739489776656,0.18790801070441457,0.5114906932324083
1667847386373726700,31.107726806640624,-1.0109090428112348,-0.058737061618567156,0.4935530555484989,-0.3120351041603552,-0.8424367593130881,0.20798031483690718,0.30916481921741396
1667847387375888000,32.109887939453124,-1.1335350279431482,-0.15555850622457318,0.553149126869695,-0.41187337201876323,-0.749356408772539,0.32907850693579727,0.640001325728623
1667847388378049800,33.1120498046875,-1.2894240424143126,-0.1298066045590436,0.5931305784253781,-0.00496102862383056,-0.7881710311133344,0.1006620839618044,0.3299874239493162
1667847389380209200,34.11420922851563,-1.0643648615116423,-0.0190276032548923,0.5135181107548618,-0.31945477138125095,-0.8355229098665039,0.19452136508626408,0.2336979073208111
1667847390382370600,35.11637060546875,-1.242965622770776,-0.13914189048873113,0.5851444980576757,-0.26812575914738856,-0.7560502263276477,0.2581345848166511,0.5380803905669312
1667847391384530700,36.11853076171875,-1.3599844470515297,-0.09515688280815543,0.6273833073746268,-0.16051962181002513,-0.7520403070875307,0.17824312396546055,0.3755423585948239
1667847392386690600,37.12069067382812,-1.0908605327648135,0.125715100997752,0.503476325511204,-0.42923693258742046,-0.837168120901198,0.17279125173831839,-0.03650484794139809
1667847393388851000,38.12285083007812,-1.0976913296721407,-0.12804431256432303,0.5270396590017109,-0.22902822424636798,-0.8137368479763789,0.2089646512040423,0.4430025107491785
1667847394391009800,39.125009765625,-1.181374243539187,-0.14545768600497178,0.5638003406371843,-0.30335833788690597,-0.7660050039126312,0.2724104101485596,0.5586156535979683
1667847395393168400,40.12716845703125,-1.0662847140059328,0.01557389425342166,0.5124429174487948,-0.3874615575924329,-0.831661265851291,0.21330537735587846,0.19392240493865529
1667847396395326700,41.12932666015625,-1.1574161382917973,-0.18940286047534388,0.5526179474110283,-0.30465265842718914,-0.7560291254426384,0.2952285495721022,0.6594539028754549
1667847397397484000,42.13148413085938,-1.2079180857076108,-0.10735108165835947,0.5713590411607026,-0.22843013683149233,-0.7862200637767631,0.2094815745943161,0.42046120595955705
1667847398399641300,43.13364135742187,-0.9559062375051564,-0.110465125498664,0.4853983007785515,-0.479559851573378,-0.8076132443967755,0.3161437448395996,0.5067491031323129
1667847399401797600,44.13579760742188,-1.166074083638495,-0.11791980915228022,0.5712792911499472,-0.5030983665159324,-0.7273496601119949,0.36152074653876204,0.6243826308437698
1667847400403955200,45.137955078125,-1.375277338240252,0.07204110780315157,0.6318502388027859,-0.00867387415678133,-0.7698728212429636,-0.053582963986647324,-0.17960180642052995
1667847401406112300,46.1401123046875,-1.2677407845787771,0.09544502995847705,0.5846071917540594,-0.2753171410535087,-0.7994372555368054,0.10012337628770394,-0.03554641922271267
1667847402408265700,47.142265625,-1.248532650687496,-0.054067752211946644,0.5916643237543963,-0.34068028066273104,-0.7664387134128693,0.24409384400129785,0.3808637609282396
1667847403410421200,48.144421142578125,-1.5152023349783983,-0.033929224430052106,0.6864948165404643,-0.030971315708511096,-0.7243793377866762,0.05336836697779194,0.12273740313547399
1667847404412576800,49.14657666015625,-1.1571720578996845,-0.012343506819440188,0.5530232907135355,-0.35616989657009535,-0.804097619516921,0.21780730626388733,0.2638049995069718
1667847405414729500,50.1487294921875,-1.3308709530228364,-0.11978293406543701,0.6180271642431634,-0.2584713374418184,-0.7347898851337646,0.25254345796904054,0.5100123337741144
1667847406416884000,51.15088403320313,-1.22770752480559,0.013164892176497873,0.5762034795458476,-0.1413747120304805,-0.8135573058065142,0.0770766186962385,0.06745398476744505
1667847407419036400,52.153036376953125,-1.1642998428416116,-0.02400238791203782,0.5522555256510236,-0.18837656680507558,-0.8234510307819831,0.12792999329695195,0.1818299663670866
1667847408421188900,53.15518896484375,-1.3474392540266558,-0.1419520835280839,0.6165245189103707,-0.10528689427130411,-0.7534721290333037,0.17896057211483976,0.44957303873998095
1667847409423341000,54.15734106445313,-1.1447204999849259,-0.013577564191827854,0.5421342742031925,-0.08157360211608732,-0.8382320660604865,0.05721054629243753,0.08489583694664331
1667847410425491500,55.159491455078125,-1.0328899703346928,-0.06617687039044651,0.4944007932682545,-0.07937861681474044,-0.8627293437715798,0.08298617399617644,0.19752424168776017
1667847411427641000,56.16164111328125,-1.0926662890883763,-0.16302313722717934,0.5145829307941946,-0.08368680828715469,-0.828877811787236,0.14693358499525405,0.4350674316028183
1667847412429791700,57.163791748046876,-1.0273102293765313,0.0669015437619818,0.4868167841909499,-0.2991689702682887,-0.8606677246652875,0.13335973004082566,0.0146840386377932
1667847413431942000,58.16594189453125,-0.9118111703436419,-0.13893950168560437,0.45217170945328944,-0.26973646030517884,-0.854612837099546,0.21418092992708468,0.44579140706025916
1667847414434089000,59.1680888671875,-1.0090105379254934,-0.09422293619328038,0.4807673042586369,-0.006089158687655224,-0.8700036504677227,0.05548381155853124,0.21904567643812464
1667847415436236300,60.170236328125,-0.9523167072816711,0.058390393802331415,0.45465013479935584,-0.27499617995805997,-0.8800465100429945,0.12410427908023575,0.010075700333999424
1667847416438383400,61.17238330078125,-1.0478096395175323,-0.15437628129035547,0.5082536464969036,-0.25927433679811546,-0.8144047557214239,0.23364715532152674,0.5108897668590898
1667847417440530700,62.17453076171875,-1.1398106975624993,0.013038508048782885,0.5394230174636773,-0.07498297078572136,-0.8411571101883906,0.03616164999149662,0.01707881546973474
1667847418442676200,63.17667626953125,-1.1255791258364363,0.049971170079874574,0.5318702657319372,-0.05869566202269949,-0.8453443157677836,0.003142012268762367,-0.08123271299660358
1667847419444821200,64.1788212890625,-1.2253702658121879,-0.12239873807405112,0.5776626868281984,-0.23220845148062835,-0.7753875914540532,0.22382680162109458,0.464980876807425
1667847420446966300,65.18096630859375,-1.0940590962977261,0.13918753283044222,0.50505791249694,-0.2361717437450409,-0.8501636859598035,0.05258497565491586,-0.18459400974034793
1667847421449109200,66.18310913085938,-1.1635348369995697,-0.04269650459823585,0.548420630342675,0.033564109030224804,-0.8350734013372347,0.008012050344060044,0.08018327157043743
1667847422451252700,67.18525268554687,-1.2207081298859759,-0.12030165419546417,0.575746469542406,-0.22729670327641224,-0.7785214686778446,0.21896977883795304,0.4549940790306343
1667847423453395000,68.18739501953125,-1.024364086902615,0.0709990517320527,0.4868959362538614,-0.07326718504045886,-0.8705673666500086,0.002021488896411461,-0.12195246857894645
1667847424455537000,69.18953686523437,-1.0232460075447007,0.09718929865511163,0.48292311624454054,-0.1294969117061363,-0.8700357967605002,0.01942295383043827,-0.15092911613604465
1667847425457677300,70.19167724609375,-1.0546720191037458,-0.14688781495162118,0.5119418496279823,-0.2703339794714918,-0.8126261717774466,0.23659735444519145,0.5017698084496495
1667847426459818800,71.19381884765625,-1.1895545335685547,-0.032528024336750914,0.559605122407556,0.039095670273104115,-0.8281192153414322,-0.0015860833341811676,0.052122600872440396
1667847427461958400,72.19595849609375,-1.1333499091888137,0.08893021871149642,0.5308200149595088,-0.1456370471924547,-0.8422893972526599,0.02949605450288112,-0.1187748401281878
1667847428464098800,73.19809887695313,-1.208471846196131,-0.12504913913952057,0.573113775505185,-0.2728564410883083,-0.7714373941405791,0.2465512906082256,0.4955766953425374
1667847429466237200,74.2002373046875,-1.3137805714635458,0.010879707740309497,0.6107132059175006,0.0346638469029049,-0.7911983817240061,-0.030267221562769463,-0.054211748184482836
1667847430468375000,75.202375,-1.085257565555584,0.12046147880351409,0.5054983644724957,-0.18637695743199587,-0.8536339804251655,0.03562883052232133,-0.17046374631655545
1667847431470514700,76.2045146484375,-1.2258182043069572,-0.12880827627224223,0.5774506008561539,-0.23116057110261484,-0.7734282104106831,0.22752562357992254,0.4802687348362307
1667847432472651800,77.20665185546875,-1.1219270277908098,0.1698678367685997,0.5094998361203614,-0.28941949033580716,-0.8412176345224358,0.06251242727680245,-0.22395901639782342
1667847433474788900,78.20878881835938,-1.1758625505282887,0.05652112050442625,0.5531655779931883,-0.01276563627029745,-0.8306093371189773,-0.03001972275286136,-0.12745045810376818
1667847434476926200,79.21092626953126,-1.2349731812357962,-0.11447342640693804,0.5813849136710912,-0.22498135738487424,-0.7761446815209205,0.2156082958751161,0.4427198807086082
1667847435479061200,80.21306127929688,-1.1544732985896355,0.12793248437770324,0.5313825859043372,-0.32499318995437826,-0.830222638502618,0.10952766593971325,-0.09617087701443384
1667847436481197000,81.21519702148437,-1.3001511272454755,0.11842837802781966,0.5949245142572466,-0.18725138203699682,-0.7945492301911314,0.027038822741931395,-0.15666227915494796
1667847437483331300,82.21733129882813,-1.353667642884576,-0.11089230748100601,0.6211526133734896,-0.05640417337067376,-0.7657047541833569,0.12477352026321653,0.3308302100192326
1667847438485466600,83.21946655273437,-1.1227261400852686,0.0391148756371503,0.5322417579827595,-0.3289010939291702,-0.8287370474229049,0.16847415111650046,0.11475777868421629
