sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.5052;2.819;10.9448;-1.7991;2.288;9.3647;0.2717;0.9265;-1.1654;-0.6857;-0.5861;-0.7271;3.0;17.79;-33.88;-2.64;208.45;-13.49;10.88;5.0;979.28;34.256;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;8;2022-10-25 20:52:28:595
0.6823;1.5263;8.1206;0.5844;1.9026;9.6026;0.198;-1.5733;-1.1356;0.3853;-0.3984;-1.0025;2.0;20.98;-36.41;-15.49;212.79;-9.07;-1.71;5.0;979.26;40.019;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;509;2022-10-25 20:52:29:096
-0.1783;0.4609;7.9077;-0.002;0.5281;9.7924;-1.0042;0.7964;2.0736;0.3675;-0.1791;0.4767;1.0;38.53;-38.08;-29.91;227.03;-3.09;0.01;5.0;979.25;47.135;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;1010;2022-10-25 20:52:29:597
0.4609;-0.0191;7.9711;0.5939;0.9241;9.7449;1.1562;-0.1679;1.2665;-1.3295;-0.9498;-1.3151;2.0;47.85;-43.43;-34.52;233.72;-11.88;1.26;5.0;979.23;40.904;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;1508;2022-10-25 20:52:30:095
-1.4988;0.7361;11.6641;-0.4754;0.8989;9.7538;-1.0635;0.294;1.2196;-0.3625;0.5124;-0.0123;1.0;67.05;-21.13;-41.34;255.44;-5.26;2.79;5.0;979.19;37.488;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;2008;2022-10-25 20:52:30:595
0.7875;-0.3712;12.1035;0.3598;0.8316;9.7647;1.0476;0.5112;2.105;0.1116;-0.5782;-0.7812;2.0;75.32;-4.39;-32.57;268.1;-2.29;6.68;5.0;979.2;42.471;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;2509;2022-10-25 20:52:31:096
0.3401;0.012;7.8108;0.1167;0.5063;9.7929;-0.181;-1.5918;4.3477;0.878;0.7327;0.9316;2.0;82.67;18.47;-38.89;283.44;-2.96;-0.68;5.0;979.18;40.21;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;3008;2022-10-25 20:52:31:595
1.9729;0.6655;14.039;-0.2618;1.3363;9.7117;1.1274;1.1619;-0.5276;-0.3244;-0.374;-0.9712;2.0;93.47;19.2;-27.28;289.62;-13.87;5.96;5.0;979.2;45.868;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;3508;2022-10-25 20:52:32:095
-0.2309;3.3984;9.9045;-0.2651;2.0573;9.5848;-0.0559;0.8562;-1.2168;-0.5228;-0.1185;-0.2886;2.0;79.58;27.96;-31.48;293.92;-14.22;1.23;5.0;979.12;51.852;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;4008;2022-10-25 20:52:32:595
-5.0743;5.9973;7.1812;-2.4882;3.601;8.7756;3.3313;-1.9925;-1.5603;0.423;1.2925;-0.1193;3.0;67.11;28.13;-29.63;299.39;-17.01;3.36;5.0;979.11;44.167;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 17;4508;2022-10-25 20:52:33:095
