ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.2233;2.9004;9.2088;-2.0544;2.8722;9.1488;-0.8502;1.1381;-1.0732;-0.2377;-0.8485;0.1543;11.0;25.26;-19.37;-4.01;237.81;-19.08;19.16;2.0;990.46;25.744;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;24;2022-10-22 18:33:23:288
-4.7139;-4.0567;11.8125;-3.6961;-2.6417;8.6909;-0.0126;2.8829;-0.6694;-1.6147;0.0123;-1.3895;8.0;24.9;-20.62;-14.98;217.24;3.96;22.97;2.0;990.46;31.989;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;524;2022-10-22 18:33:23:788
-2.3521;-2.0614;10.1892;-1.3309;-0.5941;9.6977;0.1643;-1.7395;-0.0882;1.0158;0.0474;-0.8154;5.0;31.58;-19.05;-18.66;227.82;9.93;15.49;2.0;990.44;29.158;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;1023;2022-10-22 18:33:24:287
-0.5554;-0.1938;10.82;-1.2834;0.8016;9.6892;-0.7444;-0.2375;-0.0699;0.1305;-0.982;0.7165;4.0;41.46;-19.71;-30.75;241.54;-2.88;12.64;2.0;990.43;37.549;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;1523;2022-10-22 18:33:24:787
-3.1304;-0.4334;10.783;-0.6976;0.4507;9.7714;-2.2022;-0.3947;-0.4473;-0.1935;-0.0965;-0.5847;4.0;43.82;-25.72;-35.59;241.51;-5.17;4.26;2.0;990.39;33.494;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;2023;2022-10-22 18:33:25:287
0.577;0.4286;10.0409;-1.5357;0.9148;9.6424;0.9802;-2.1839;1.2;0.3685;0.9979;1.248;4.0;47.42;-3.22;-35.57;269.83;-4.16;4.34;2.0;990.4;45.302;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;2524;2022-10-22 18:33:25:788
-0.0383;-0.1974;8.4715;-1.476;-0.2442;9.6919;0.8403;-1.1968;-0.6838;0.1287;-0.3682;-0.9538;5.0;63.64;7.76;-24.47;280.62;-3.06;16.72;2.0;990.36;34.963;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;3024;2022-10-22 18:33:26:288
-1.8182;-2.6204;13.1495;-1.7671;-1.0863;9.5848;-3.6408;1.0652;2.1998;1.2842;0.1225;2.3935;6.0;51.04;37.84;-17.12;306.55;6.36;10.45;2.0;990.41;36.139;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;3523;2022-10-22 18:33:26:787
2.5463;-0.2022;10.8512;0.7687;0.6147;9.7571;0.7191;1.0498;-0.5721;-1.0789;-1.3507;-1.1326;5.0;63.09;25.95;-15.02;295.17;-11.41;3.26;2.0;990.33;37.592;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;4024;2022-10-22 18:33:27:288
-0.8366;2.5666;8.6163;0.0054;1.7854;9.6428;0.2149;1.9314;-0.0663;-0.2966;-0.2675;0.8894;7.0;59.1;22.91;-30.22;295.44;-10.49;-0.03;2.0;990.32;38.883;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;4524;2022-10-22 18:33:27:788
-0.0658;1.8829;6.4845;-0.271;2.3031;9.5285;1.0809;-0.625;2.3198;0.2682;-0.5395;-0.4985;10.0;60.88;16.76;-23.53;290.06;-12.06;1.69;2.0;990.33;47.214;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;5023;2022-10-22 18:33:28:287
2.0399;1.0032;9.6015;1.1159;2.7793;9.3381;-0.0495;-2.264;2.1726;0.5342;-0.0149;-0.7077;11.0;61.43;-5.59;-27.43;268.44;-13.64;-8.87;2.0;990.34;48.122;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;5523;2022-10-22 18:33:28:787
0.1077;4.6409;7.6672;-0.1315;3.6284;9.1098;-0.2479;0.3357;-1.9302;0.1859;-0.2569;-0.6038;18.0;37.89;-3.0;-41.47;286.89;-20.32;0.25;2.0;990.28;51.141;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;6023;2022-10-22 18:33:29:287
-0.5578;1.6412;9.2593;-0.0056;2.0048;9.5995;0.7046;0.1108;-0.9494;-0.4719;-0.3861;-2.2296;16.0;30.49;-0.28;-45.39;289.65;-13.71;0.11;2.0;990.29;40.842;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;6524;2022-10-22 18:33:29:788
-0.3257;1.3741;9.5249;-1.6996;1.5443;9.534;0.7768;0.9903;1.9688;0.8249;0.3903;0.2078;6.0;23.49;7.35;-49.59;319.74;-13.4;7.7;2.0;990.27;38.26;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;7024;2022-10-22 18:33:30:288
-1.5;2.7281;7.7964;-1.9532;2.3575;9.3165;-0.1658;-1.4924;0.2294;-0.0072;-0.422;-0.8498;8.0;26.98;-5.06;-44.91;296.37;-15.35;12.28;2.0;990.33;33.349;35.958664;-83.924835;791.29;NaN;;;47.503223;;0 / 15;7523;2022-10-22 18:33:30:787
