sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.28;-0.4442;12.9006;-3.5683;1.0322;9.0759;-0.6451;2.0784;1.2449;-0.5469;-1.2464;-0.5911;8.0;35.61;-16.95;-1.78;244.94;-6.04;21.46;2.0;989.48;41.578;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;20;2022-10-26 21:22:14:349
-7.2027;0.62;8.5098;-2.6834;-1.1918;9.3568;-4.5246;1.9899;-1.0625;-1.6013;-0.5834;0.0889;6.0;44.83;-11.27;-7.16;253.45;0.83;24.11;2.0;989.43;37.802;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;520;2022-10-26 21:22:14:849
-3.4834;0.6236;8.9312;-4.497;2.5138;8.3443;0.6075;-1.8007;0.4198;1.1063;-0.7824;0.1792;5.0;38.44;-26.25;-27.92;234.87;-14.85;28.32;2.0;989.4;56.959;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;1020;2022-10-26 21:22:15:349
-6.0966;-1.6244;11.8974;-3.2227;1.0423;9.2032;-3.5876;5.4984;-2.8438;-0.496;-1.5779;-1.6675;2.0;20.63;-28.35;-24.21;202.4;-11.32;25.1;2.0;989.38;44.851;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;1520;2022-10-26 21:22:15:849
-0.122;2.6635;11.7431;-3.2589;2.5048;8.9037;-1.9655;-1.0534;-0.269;1.1388;-4.2505;0.2771;2.0;22.67;9.49;-10.44;305.84;-14.8;20.1;2.0;989.37;59.492;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;2020;2022-10-26 21:22:16:349
6.536;7.1907;17.1129;4.4488;4.4686;7.5107;0.0117;5.3754;1.8257;-0.1746;-0.7158;0.7292;2.0;24.28;21.73;-20.91;307.31;-25.75;-25.97;2.0;989.32;61.495;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;2522;2022-10-26 21:22:16:851
10.0959;3.0703;5.4778;-0.5057;-0.5087;9.7804;-3.2094;-1.7827;2.2769;0.8717;-4.2899;0.1306;2.0;51.83;32.01;-17.36;301.22;2.97;2.96;2.0;989.34;44.972;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;3021;2022-10-26 21:22:17:350
2.0195;-1.8051;11.2056;9.0644;-2.2223;3.0114;-1.4973;-3.3385;7.0882;-1.4891;-1.3352;0.0312;11.0;33.19;31.28;-26.76;309.7;8.13;-60.92;2.0;989.34;46.36;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;3520;2022-10-26 21:22:17:849
12.6853;4.8972;7.6026;7.1716;5.8639;3.2176;-1.3619;-1.438;2.7031;4.6498;-1.9974;-0.3215;15.0;5.4;34.73;-28.76;328.5;-8.43;-41.25;2.0;989.3;45.897;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;4020;2022-10-26 21:22:18:349
2.7114;1.5108;9.1609;2.1244;1.8371;9.3959;2.9223;0.6485;-3.5006;-3.0268;2.2487;-1.3431;11.0;6.98;-8.48;-47.96;272.05;-10.8;-12.74;2.0;989.27;48.126;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 18;4520;2022-10-26 21:22:18:849
