sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-5.1927;2.8884;7.6457;-4.6595;3.0846;8.0588;-0.4818;-0.042;-0.3109;0.0325;-0.1809;-0.1247;8.0;27.11;-20.64;3.09;236.44;-18.33;30.04;5.0;989.54;49.998;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 8;7;2022-10-26 21:27:10:109
-3.0981;3.827;7.3187;-3.7897;3.0384;8.5192;-0.3925;0.1209;-0.7347;-0.6492;0.5166;-0.0246;4.0;27.77;-19.07;-0.11;240.73;-18.51;27.06;5.0;989.55;18.943;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;507;2022-10-26 21:27:10:609
-0.9709;0.7445;12.8025;-3.605;0.9388;9.0715;-0.8555;0.6282;3.1872;0.1692;0.6385;-1.1211;5.0;28.99;-20.81;-7.22;231.68;-5.49;21.67;5.0;989.56;40.575;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;1007;2022-10-26 21:27:11:109
-6.8112;0.2838;8.8905;-3.9203;1.3932;8.8804;-2.3053;0.3676;-1.2048;0.2826;-2.7457;-1.6689;7.0;39.96;-19.56;-8.72;243.64;-8.17;23.82;5.0;989.51;41.426;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;1508;2022-10-26 21:27:11:610
8.4093;-4.605;5.0791;7.419;-0.3946;6.401;2.4996;-5.2065;0.7202;-1.5964;-2.0169;-0.9928;6.0;28.09;-23.4;-37.37;243.49;2.31;-49.21;5.0;989.46;47.868;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;2008;2022-10-26 21:27:12:110
9.4771;-2.7903;5.5089;9.1342;0.0055;3.5689;3.1263;0.0334;-0.4363;2.523;-1.3725;0.4363;5.0;-22.24;-6.82;-44.62;251.69;5.35;-65.65;5.0;989.48;52.426;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;2506;2022-10-26 21:27:12:608
13.3579;-1.0977;4.1022;9.4434;-2.641;-0.1371;-3.6958;-3.297;-3.2659;-2.609;-0.6009;2.0552;3.0;-29.16;3.64;-34.78;272.99;4.05;-79.26;5.0;989.47;51.575;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;3007;2022-10-26 21:27:13:109
11.4174;-4.7521;-0.4478;9.7898;-0.3433;0.4601;2.8052;-3.8569;-1.3618;0.6889;1.0417;-1.7081;2.0;-22.44;26.94;-13.05;323.04;18.06;-93.7;5.0;989.44;46.566;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;3507;2022-10-26 21:27:13:609
16.3074;-3.7768;-0.1244;9.2687;-3.0042;-1.1119;-2.5443;-0.656;-0.4503;-1.4763;-0.6629;2.2079;3.0;-15.99;38.18;-36.19;310.91;17.84;-96.84;5.0;989.44;53.604;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;4008;2022-10-26 21:27:14:110
13.3149;-4.9905;-0.9063;9.7555;0.1816;0.984;3.1757;-6.3306;0.5483;2.1044;0.2743;-1.8438;3.0;1.48;48.79;-29.12;329.44;-1.06;-84.24;5.0;989.35;57.143;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;4507;2022-10-26 21:27:14:609
4.5188;4.0161;7.5942;1.6467;3.6903;8.9353;-1.1976;3.602;-8.6277;0.0263;2.7913;-1.0105;7.0;7.48;19.89;-49.78;322.03;-29.13;-27.45;5.0;989.34;55.837;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;5007;2022-10-26 21:27:15:109
-0.3891;3.9335;6.7406;0.2902;3.7996;9.036;0.3881;-0.281;-2.1832;0.1481;-0.2141;-0.3505;19.0;41.33;8.4;-49.56;300.97;-21.92;-1.88;5.0;989.29;43.056;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;5506;2022-10-26 21:27:15:608
-0.6392;4.6038;9.1884;0.6947;3.7857;9.0198;-1.3554;-0.0437;-4.0921;-0.0027;-0.161;-1.3434;17.0;25.01;-1.09;-47.49;301.23;-24.46;-4.99;5.0;989.3;42.244;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;6007;2022-10-26 21:27:16:109
2.5172;3.4391;6.1397;0.9491;4.649;8.5823;1.1147;-1.9734;-0.604;0.4461;-0.9766;-1.0115;6.0;8.44;-9.45;-51.64;319.78;-28.3;-6.31;5.0;989.3;39.592;35.95768;-83.92452;802.38;NaN;;;320.15787;;0 / 18;6507;2022-10-26 21:27:16:609
