sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.6998;-0.0826;9.8722;-0.95;2.2508;9.4975;0.4408;-0.1058;2.1785;0.3733;-0.2714;-0.8594;5.0;22.09;-26.21;-14.55;223.66;-13.27;5.71;5.0;990.62;40.227;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;7;2022-10-22 18:40:35:289
-1.142;1.8458;9.501;-1.9481;1.1976;9.5363;0.0386;-0.1086;0.2937;0.5813;-0.1923;-0.0919;4.0;30.34;-28.65;-17.62;224.88;-7.01;11.55;5.0;990.54;57.139;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;506;2022-10-22 18:40:35:788
-1.8194;2.5319;7.5126;-1.37;2.1353;9.4728;0.344;-0.3021;-1.2478;-0.1061;0.2926;-0.3373;4.0;36.45;-36.07;-23.53;228.14;-12.58;8.23;5.0;990.56;48.011;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;1007;2022-10-22 18:40:36:289
-0.2273;1.7584;7.1668;-0.8722;1.9732;9.5664;1.0572;-0.9312;-0.8;0.5092;0.2446;-0.2621;4.0;44.76;-33.92;-26.78;236.23;-9.94;5.99;5.0;990.53;38.619;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;1506;2022-10-22 18:40:36:788
-2.2911;0.2886;10.4181;-2.2805;0.2911;9.5334;-2.1669;-2.4818;-0.814;-1.5897;0.2229;0.0043;3.0;53.57;-21.28;-28.82;246.63;-1.7;13.45;5.0;990.53;32.751;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;2007;2022-10-22 18:40:37:289
-1.3968;3.9503;8.4009;-5.3603;1.4636;8.0805;3.1543;2.0404;-0.3687;-0.5208;0.2838;0.8317;7.0;47.96;-33.47;-23.87;226.35;-4.36;28.15;5.0;990.52;50.02;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;2506;2022-10-22 18:40:37:788
-2.278;-0.2838;9.6171;-2.3379;-2.1295;9.2828;0.1105;0.4645;1.2278;0.6694;-1.1352;3.264;11.0;34.11;-66.09;-24.64;202.58;5.4;11.12;5.0;990.49;45.385;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;3006;2022-10-22 18:40:38:288
1.2736;-1.8003;9.3766;1.592;0.4279;9.6671;0.548;-1.4461;-1.0515;0.1849;-0.4433;0.1125;9.0;28.16;-72.99;-37.65;203.3;-0.05;-5.35;5.0;990.46;32.656;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;3506;2022-10-22 18:40:38:788
0.3413;0.5112;10.6071;0.1256;0.1285;9.805;-0.4175;0.9008;0.2286;0.0579;-0.2547;0.0768;6.0;41.18;-68.16;-32.21;211.5;-0.75;-0.73;5.0;990.43;49.391;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;4007;2022-10-22 18:40:39:289
0.8584;0.2058;9.1765;0.585;0.7443;9.7609;0.0035;-0.8624;0.3553;-0.1251;0.3402;-0.9613;12.0;39.64;-59.91;-26.21;216.17;-6.27;-4.12;5.0;990.44;51.636;35.957973;-83.922646;;NaN;;;1612.9032;;0 / 15;4508;2022-10-22 18:40:39:790
