ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.4318;2.4849;10.0002;0.4319;2.2912;9.5255;-0.3966;0.6056;0.0177;-0.2327;-0.3634;0.3613;9.0;22.99;-24.79;-5.61;225.12;-13.51;-2.6;2.0;990.62;25.466;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;9;2022-10-22 18:46:55:890
-0.1172;0.9446;9.0185;0.1156;1.4122;9.7038;-0.6279;-0.482;3.9917;-0.1164;0.2713;0.2801;5.0;20.4;-26.51;-18.09;219.92;-8.28;-0.68;2.0;990.61;27.085;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;510;2022-10-22 18:46:56:391
1.6388;1.398;8.5134;0.8539;1.5177;9.6508;1.7506;-2.2467;0.2824;-0.0206;0.4672;-0.5499;5.0;26.08;-38.59;-31.88;220.23;-8.9;-5.06;2.0;990.62;35.14;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;1009;2022-10-22 18:46:56:890
0.8871;1.0403;8.4942;0.0705;1.6224;9.6713;-3.3719;-1.3067;-1.4805;0.3244;0.5147;0.6145;4.0;39.45;-25.29;-40.97;245.49;-9.52;-0.42;2.0;990.61;45.511;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;1510;2022-10-22 18:46:57:391
0.4131;3.5324;7.6672;0.8246;2.1536;9.5317;1.0431;-2.0454;2.2293;1.039;0.2566;-0.8065;4.0;60.62;-17.94;-40.28;261.18;-12.69;-4.94;2.0;990.56;41.968;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;2009;2022-10-22 18:46:57:890
-0.839;1.3155;7.8239;-1.4511;1.902;9.5104;1.0918;-0.9427;-1.8939;0.1452;0.8648;0.7562;4.0;66.99;10.41;-43.39;283.42;-7.88;0.54;2.0;990.55;43.885;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;2509;2022-10-22 18:46:58:390
-0.5052;1.4833;7.5544;-0.3287;2.5551;9.4622;0.1452;-1.5556;0.5389;0.4845;-0.6294;-0.1565;4.0;86.27;22.18;-33.77;290.01;-15.1;1.99;2.0;990.52;35.713;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;3009;2022-10-22 18:46:58:890
-0.6272;2.9004;8.4894;-1.3061;2.924;9.269;-0.1177;-0.6988;-0.2746;0.2209;0.2157;0.5525;4.0;81.06;26.98;-33.07;296.64;-15.5;8.22;2.0;990.53;50.608;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;3509;2022-10-22 18:46:59:390
-0.1424;3.2189;8.5337;-1.3042;2.7463;9.3235;1.1444;-0.4803;0.3864;0.1911;0.5882;-0.7917;4.0;74.66;17.18;-27.49;290.75;-16.26;7.96;2.0;990.5;42.58;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;4009;2022-10-22 18:46:59:890
-2.2002;1.3573;9.623;-1.6868;2.2724;9.3894;-0.0311;0.2394;1.2761;-0.374;0.4235;-0.3628;6.0;62.27;22.41;-25.57;297.62;-16.24;7.15;2.0;990.47;39.311;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;4509;2022-10-22 18:47:00:390
0.3604;-1.2987;15.2252;-1.3013;0.2804;9.7159;0.7796;-0.0185;0.4119;-1.3276;-0.7029;2.6371;10.0;54.36;13.84;-19.82;286.19;-1.64;7.63;2.0;990.45;46.496;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;5009;2022-10-22 18:47:00:890
2.9303;0.923;8.2681;2.2029;0.7729;9.5247;0.2839;-1.8587;-1.4941;0.2619;-1.0865;-1.3107;29.0;41.96;-11.31;-25.91;257.81;-3.85;-3.68;2.0;990.45;41.927;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;5509;2022-10-22 18:47:01:390
5.6752;0.3592;7.2996;5.8998;-0.1358;7.8322;-0.533;-0.2765;-0.7543;-0.1826;0.6338;-0.7934;27.0;-1.99;-24.15;-44.83;226.11;0.79;-36.99;2.0;990.41;39.329;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;6010;2022-10-22 18:47:01:891
2.6216;0.2417;5.9327;3.7856;0.4573;9.035;0.7632;-1.9328;1.4547;-0.5989;0.9327;-1.4344;13.0;-15.54;-21.22;-47.59;210.15;-0.47;-32.11;2.0;990.42;53.492;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;6509;2022-10-22 18:47:02:390
1.3322;0.7983;8.4248;3.2042;0.8162;9.2324;-1.2348;-1.4793;2.1898;0.3696;-0.0709;-0.656;10.0;-9.71;-14.53;-47.87;209.99;-4.77;-19.14;2.0;990.56;57.31;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;7010;2022-10-22 18:47:02:891
4.8015;-2.0315;8.5732;3.5032;-0.3012;9.1546;2.6772;-1.1242;-0.0614;-0.7154;0.0537;-1.8782;30.0;-12.9;-10.05;-45.62;201.48;-1.0;-22.0;2.0;990.43;39.491;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;7510;2022-10-22 18:47:03:391
3.5169;1.3968;8.2597;0.6867;0.6318;9.7622;3.1407;-0.8618;1.2136;1.4531;2.2488;0.0692;21.0;-6.79;-1.29;-43.01;65.62;-3.69;-4.02;2.0;990.43;32.528;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;8009;2022-10-22 18:47:03:890
1.9741;-0.6811;7.4982;2.2079;0.5483;9.5391;0.1798;-0.6514;-1.8887;-0.5517;0.9245;-0.4025;2.0;1.26;-0.22;-39.06;270.07;-0.03;-17.35;2.0;990.4;33.645;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;8509;2022-10-22 18:47:04:390
1.7584;1.1228;9.2761;2.23;-0.8631;9.5106;-1.745;-0.1167;-2.2652;-0.2225;-0.4136;-1.0022;2.0;10.07;17.74;-37.63;308.94;5.05;-13.2;2.0;990.36;39.953;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;9010;2022-10-22 18:47:04:891
2.1033;-0.2213;6.233;2.8591;0.0372;9.3806;-2.1796;-1.6699;-0.2844;0.904;-0.0415;0.8807;2.0;8.81;21.75;-35.59;319.18;-0.22;-16.95;2.0;990.32;38.68;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;9509;2022-10-22 18:47:05:390
0.5028;-0.4119;9.2833;0.4147;0.1879;9.7961;-0.0981;-1.8374;-1.325;0.3987;0.3225;-0.6614;3.0;23.91;20.08;-37.28;309.0;-1.1;-2.42;2.0;990.31;38.462;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;10009;2022-10-22 18:47:05:890
1.8482;-0.256;7.678;-0.2315;-1.3595;9.7092;-7.161;1.4074;4.1262;0.4875;-2.2753;1.5367;5.0;25.26;28.61;-25.71;315.77;7.97;1.37;2.0;990.27;34.343;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;10510;2022-10-22 18:47:06:391
2.7951;-3.7947;7.9113;1.6569;-2.7483;9.2667;-0.8122;-1.8748;-1.0306;-0.6074;0.7268;-1.1954;4.0;24.19;32.33;-19.41;314.05;10.72;-10.42;2.0;990.28;40.801;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;11009;2022-10-22 18:47:06:890
2.1547;-3.0691;9.7726;2.2979;-0.4024;9.5251;-3.6288;-4.0184;3.9218;2.7391;0.2072;2.8929;6.0;12.06;50.48;-6.04;344.25;19.44;-11.91;2.0;990.34;43.586;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;11509;2022-10-22 18:47:07:390
2.077;-4.9642;10.5497;3.0166;-1.9795;9.1188;0.3861;-0.9171;-2.3302;-1.1542;0.2448;-0.8922;5.0;19.74;46.76;-19.69;329.83;11.65;-18.3;2.0;990.25;38.221;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;12009;2022-10-22 18:47:07:890
-1.5359;-1.2485;10.85;0.9558;-0.9603;9.7126;-0.1028;0.9236;1.7207;0.3511;0.3693;-0.1514;6.0;10.59;50.74;-13.14;345.53;8.25;-7.47;2.0;990.24;44.948;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;12510;2022-10-22 18:47:08:391
-0.9099;-2.2421;12.9341;-0.5964;-0.0093;9.7885;2.3926;0.2403;-1.9939;0.4;1.2311;-0.571;14.0;1.33;41.08;-26.91;353.22;1.78;-7.9;2.0;990.26;46.547;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;13009;2022-10-22 18:47:08:890
1.258;-0.3173;7.0699;0.6929;-0.6558;9.7601;-0.9323;-2.3376;-2.2211;0.3842;-1.0369;-0.8295;41.0;2.79;39.98;-30.9;352.2;3.83;-4.06;2.0;990.2;49.68;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;13509;2022-10-22 18:47:09:390
3.1579;0.9697;7.2147;3.818;1.3504;8.9314;-0.5995;-1.3524;0.9115;0.1936;-0.1832;-0.5204;48.0;-26.49;36.54;-39.0;11.28;-7.92;-23.15;2.0;990.2;40.486;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;14010;2022-10-22 18:47:09:891
3.3302;-0.2166;7.8897;3.2948;0.5941;9.2175;-1.1873;-2.2968;1.0378;-0.474;0.1457;-1.5487;37.0;-43.05;25.28;-33.26;45.63;-3.88;-20.55;2.0;990.25;41.814;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;14509;2022-10-22 18:47:10:390
2.5271;1.2676;7.552;3.4188;1.7079;9.0314;-0.4354;1.1062;-0.0309;-0.7093;-0.8833;-0.1518;24.0;-43.18;1.31;-24.88;76.19;-10.03;-20.73;2.0;990.27;34.792;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;15009;2022-10-22 18:47:10:890
3.5109;-2.6456;10.686;3.3305;0.2758;9.2197;4.9227;-0.6147;-0.6119;-1.7326;0.8489;-2.212;19.0;-46.27;1.61;-16.03;80.39;-6.64;-25.01;2.0;990.3;44.839;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;15509;2022-10-22 18:47:11:390
1.1934;-0.2572;11.7371;3.1519;0.7781;9.2537;-0.1963;0.1675;1.281;-0.0166;-0.3079;-0.0237;54.0;-42.15;-6.17;-16.74;99.29;-0.95;-20.1;2.0;990.24;42.578;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;16009;2022-10-22 18:47:11:890
3.687;0.4071;9.9559;2.8568;0.3657;9.3742;0.6318;0.0737;0.2963;-0.2097;0.0345;-0.0586;38.0;-29.21;-13.29;-17.04;116.63;-3.73;-17.27;2.0;990.21;30.157;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;16509;2022-10-22 18:47:12:390
-0.2716;-2.4933;9.7116;1.2289;-1.4502;9.6207;1.1418;-1.7222;0.2323;-0.0667;1.4133;-2.1005;9.0;-18.69;-9.51;-21.86;130.0;8.5;-7.28;2.0;990.22;37.268;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;17009;2022-10-22 18:47:12:890
1.9307;-0.8943;8.5409;2.0835;-0.9316;9.5374;-1.8348;-0.4075;-1.1477;0.3205;-0.3653;0.3627;5.0;-12.19;-9.79;-30.13;157.71;5.45;-12.32;2.0;990.18;58.394;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;17509;2022-10-22 18:47:13:390
0.9553;-1.9908;7.5616;1.4016;-1.1626;9.6361;-1.048;-2.0104;1.6688;0.482;0.1305;-0.4788;4.0;-16.07;-8.76;-36.02;141.59;6.81;-8.28;2.0;990.2;38.726;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;18010;2022-10-22 18:47:13:891
1.0738;-1.1587;10.8643;1.4641;-0.9799;9.6471;0.1111;0.9019;-0.7493;-0.2201;0.4067;0.4066;4.0;-10.93;-8.64;-41.79;160.98;5.73;-8.63;2.0;990.21;35.016;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;18509;2022-10-22 18:47:14:390
0.3162;-2.3222;9.7319;1.1115;-1.1592;9.6743;-0.3963;0.6714;-0.0254;-0.0436;-0.1426;0.338;4.0;-4.24;-5.29;-44.59;186.44;6.79;-6.55;2.0;990.16;33.172;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;19009;2022-10-22 18:47:14:890
0.1914;-0.6236;9.1956;0.5806;-1.8714;9.6089;1.1742;0.018;-2.047;-0.004;-0.1519;0.1151;5.0;-1.14;0.26;-45.41;191.3;11.0;-3.46;2.0;990.07;50.586;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;19509;2022-10-22 18:47:15:390
0.1125;-0.9446;10.2981;0.9909;-1.2879;9.6711;1.0391;0.7181;-1.3706;-0.1327;-0.4807;0.1469;5.0;4.22;0.26;-49.65;234.48;7.55;-5.85;2.0;990.13;59.41;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;20010;2022-10-22 18:47:15:891
0.9817;-2.8143;8.9922;0.9148;-2.4395;9.4542;-0.4999;-0.7709;0.6225;-0.1435;0.0484;-1.0393;5.0;3.9;-4.78;-52.39;202.65;13.38;-3.34;2.0;990.07;37.777;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;20510;2022-10-22 18:47:16:391
-2.5582;-0.923;9.9129;0.1919;-1.4304;9.6999;1.4704;-2.7861;6.5295;1.4815;2.9628;-1.0487;7.0;21.99;2.14;-45.47;258.83;8.39;-1.13;2.0;990.2;38.181;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;21009;2022-10-22 18:47:16:890
0.8728;-0.0694;9.4101;0.9738;-0.7614;9.7284;-1.5803;0.9082;-1.4793;0.2375;-0.5594;0.8271;13.0;45.54;11.64;-40.35;279.18;6.4;-1.82;2.0;990.07;43.479;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;21509;2022-10-22 18:47:17:390
0.8991;-1.4174;9.0927;1.082;-1.1174;9.6825;-1.4173;-1.2009;-0.8009;0.2778;0.2129;-0.0273;14.0;45.28;-6.64;-49.88;263.47;5.97;-4.42;2.0;990.03;46.035;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;22009;2022-10-22 18:47:17:890
1.4163;-2.217;10.4264;0.8699;-0.5216;9.7541;0.2968;-1.6083;2.7144;0.1418;-0.3211;-0.0105;22.0;40.13;-17.25;-42.58;245.59;3.33;-3.52;2.0;990.02;35.67;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;22510;2022-10-22 18:47:18:391
3.0153;-4.684;10.7782;2.1955;-2.359;9.262;0.8611;-2.24;2.2231;-1.1006;0.3912;-1.8458;27.0;19.01;1.56;-26.08;262.81;13.92;-13.34;2.0;990.09;44.921;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;23009;2022-10-22 18:47:18:890
1.081;-1.4773;10.4181;1.0268;-1.3334;9.6612;-0.5285;0.6993;-0.052;0.1336;0.0549;-0.3354;22.0;0.13;18.43;-16.87;350.59;9.4;-8.41;2.0;990.08;50.728;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;23509;2022-10-22 18:47:19:390
3.1352;-1.7309;7.6863;3.5885;-1.2077;9.0463;-0.327;0.0358;-2.8025;-1.3723;-0.6249;-0.9318;18.0;-22.03;7.29;-13.74;74.13;7.07;-21.64;2.0;990.01;40.068;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;24010;2022-10-22 18:47:19:891
1.9008;-0.2898;8.7171;2.2525;-1.9489;9.3434;-0.8685;0.2048;-1.0449;-0.0744;-0.0695;-0.7831;23.0;-17.29;-3.22;-7.13;108.86;11.46;-13.55;2.0;990.04;32.675;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;24509;2022-10-22 18:47:20:390
1.8697;-2.0195;8.1111;2.1931;-1.1328;9.4909;-1.154;-1.086;-1.0866;-0.1487;-0.3392;-0.567;27.0;-1.52;9.68;4.14;15.42;6.63;-13.01;2.0;990.05;32.439;35.957146;-83.91967;;NaN;;;4516.1255;;0 / 15;25009;2022-10-22 18:47:20:890
