ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.7217;0.4693;11.0752;-2.3279;2.4986;9.1928;-0.6597;0.7987;-0.3973;-1.3886;-1.2444;0.1381;139.0;11.23;-36.17;-21.26;189.01;-18.88;17.43;2.0;988.37;65.441;35.9583;-83.924736;803.23;NaN;;;137.84515;;0 / 18;7;2022-10-23 22:46:14:370
-1.0343;1.5622;8.4823;-1.6709;0.7616;9.6332;-0.1278;0.6334;-0.8541;-0.265;-0.1189;0.1052;141.0;6.53;-31.22;-29.34;183.18;-7.61;10.71;2.0;988.43;64.88;35.9583;-83.924736;803.23;NaN;;;137.84515;;0 / 18;509;2022-10-23 22:46:14:872
-3.5563;-0.3281;7.8826;-1.7412;-0.3177;9.6456;-1.3929;-1.298;-0.5398;-0.428;0.2574;-0.7901;182.0;7.2;-26.06;-35.18;181.42;1.86;10.23;2.0;988.4;59.437;35.9583;-83.924736;803.23;NaN;;;137.84515;;0 / 18;1008;2022-10-23 22:46:15:371
-0.7253;-1.0152;14.234;-2.3322;-1.9932;9.3144;-1.2208;-0.554;3.0067;-1.3061;0.7213;-0.9409;209.0;9.79;-25.13;-37.12;178.38;4.31;16.3;2.0;988.6;67.854;35.9583;-83.924736;803.23;NaN;;;137.84515;;0 / 18;1507;2022-10-23 22:46:15:870
-0.4537;1.5191;7.5209;0.7174;1.1025;9.718;-1.4115;-1.0934;-1.1405;-0.0286;-0.8456;0.4335;177.0;5.72;-28.16;-33.26;199.19;-6.45;-4.22;2.0;988.51;72.391;35.95828;-83.924515;797.74;NaN;;0.0;26.12158;;0 / 18;2008;2022-10-23 22:46:16:371
2.8047;1.9283;6.9954;3.1614;2.7597;8.8634;2.1243;-2.4612;6.6678;-0.6392;-0.3249;1.3982;104.0;-12.17;-37.82;-25.13;168.58;-17.97;-13.97;2.0;988.51;68.282;35.95828;-83.924515;797.74;NaN;;0.0;26.12158;;0 / 18;2508;2022-10-23 22:46:16:871
-3.6305;-0.1484;7.7916;-3.5264;1.0063;9.0952;-0.4598;-1.4635;0.4684;-0.8329;2.9455;2.6796;32.0;-27.77;-42.88;-19.12;142.54;-10.25;8.12;2.0;988.55;68.699;35.95828;-83.924484;782.98;NaN;;0.0;18.463268;;10 / 18;3007;2022-10-23 22:46:17:370
-5.4802;-5.2418;9.9799;-5.16;-3.3069;7.6557;0.8189;-1.0476;6.6985;0.6651;-0.5495;-0.6638;19.0;-30.75;-5.29;-42.43;101.12;21.26;37.62;2.0;988.59;67.986;35.95828;-83.924484;782.98;NaN;;0.0;18.463268;;10 / 18;3508;2022-10-23 22:46:17:871
-4.0113;-0.5841;7.29;-3.8781;-0.5772;8.9888;-0.3912;-0.6518;-2.008;0.4118;-0.5496;0.144;11.0;-28.31;30.04;-48.04;60.72;6.9;26.82;2.0;988.5;66.498;35.95827;-83.9245;793.52;NaN;;0.0;15.882357;;10 / 18;4009;2022-10-23 22:46:18:372
-4.8218;0.6488;8.0405;-4.8555;-0.2228;8.5173;0.6205;0.1955;0.1891;-0.724;-0.0336;0.0271;11.0;-25.14;19.97;-50.94;67.7;1.3;29.69;2.0;988.47;71.989;35.95827;-83.9245;793.52;NaN;;0.0;15.882357;;10 / 18;4508;2022-10-23 22:46:18:871
-6.2318;0.8788;7.381;-6.7528;0.7492;7.0717;-0.9116;-0.8498;2.5822;1.2492;0.3328;0.1221;9.0;-9.06;22.65;-50.55;59.72;-2.63;43.73;2.0;988.57;71.668;35.95828;-83.92448;797.43;NaN;;0.0;13.839068;;10 / 18;5007;2022-10-23 22:46:19:370
