sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.7098;2.1165;12.1753;-2.1525;1.9011;9.3767;0.9693;0.615;0.7957;-1.6205;-0.9138;-0.1477;135.0;23.83;-36.99;-15.62;212.27;-21.15;21.7;5.0;976.29;49.191;35.958313;-83.92472;800.32;NaN;;;153.16774;;0 / 17;6;2022-10-25 20:55:22:461
-5.7529;-0.1759;7.2936;-5.8773;0.5413;7.8316;0.0092;-0.8686;-0.1157;0.0021;0.6255;0.5372;199.0;32.59;-23.12;-28.39;204.92;0.65;35.09;5.0;976.27;48.195;35.9583;-83.92453;744.31;NaN;;0.0;39.350624;;0 / 17;507;2022-10-25 20:55:22:962
-4.4662;0.134;5.5364;-4.171;0.2625;8.8715;0.8889;-1.174;-0.5504;0.0376;-0.3721;-0.4093;244.0;32.34;-24.51;-29.17;198.88;8.05;33.78;5.0;976.28;49.984;35.9583;-83.92453;744.31;NaN;;0.0;39.350624;;0 / 17;1006;2022-10-25 20:55:23:461
-0.25;1.4222;8.9695;-0.7188;-0.2849;9.7761;-1.3396;1.9842;-1.7632;-0.0815;-0.5682;2.3664;212.0;24.53;-28.63;-29.31;216.51;0.45;12.33;5.0;976.28;59.857;35.958332;-83.92448;780.61;NaN;;0.0;28.935856;;9 / 17;1506;2022-10-25 20:55:23:961
1.7548;3.0272;14.0079;1.8357;2.9741;9.1627;-0.2073;0.0067;-1.5752;1.3163;-0.5038;0.224;141.0;0.88;-35.12;-23.29;187.05;-11.65;-6.69;5.0;976.35;55.739;35.958332;-83.92448;780.61;NaN;;0.0;28.935856;;9 / 17;2006;2022-10-25 20:55:24:461
-3.5827;3.4187;10.9783;0.3777;4.2615;8.8243;-3.5028;-1.151;0.3862;-0.2896;-0.0367;1.2225;57.0;-20.85;-40.71;-9.6;147.45;-25.76;-2.45;5.0;976.33;58.479;35.95829;-83.92453;763.48;NaN;;0.0;25.02084;;10 / 17;2506;2022-10-25 20:55:24:961
1.8278;3.1795;9.1657;0.9332;3.1538;9.2387;0.9005;-0.0585;-0.0714;-0.0963;0.7314;0.3717;41.0;-34.78;-22.63;-23.17;112.23;-18.76;-5.77;5.0;976.34;49.196;35.95829;-83.92453;763.48;NaN;;0.0;25.02084;;10 / 17;3006;2022-10-25 20:55:25:461
-2.9267;2.1009;5.9219;-3.2368;3.2947;8.6509;0.165;-1.2716;-0.8597;-0.7624;0.238;1.0942;41.0;-27.96;1.13;-44.77;74.3;-19.63;20.51;5.0;976.32;48.382;35.95828;-83.92452;782.14;NaN;;0.0;22.574652;;11 / 17;3506;2022-10-25 20:55:25:961
-4.6624;3.5456;6.239;-4.8284;2.2982;8.2204;0.0265;1.222;-1.2545;0.055;0.3738;-0.2482;19.0;-12.02;11.93;-50.27;56.62;-12.76;24.16;5.0;976.39;46.142;35.95828;-83.92452;782.14;NaN;;0.0;22.574652;;11 / 17;4006;2022-10-25 20:55:26:461
0.2345;2.0997;8.0022;-0.5095;2.0249;9.5818;-0.1796;-0.1646;-1.1639;-0.0289;-0.2725;0.5445;14.0;-17.78;16.26;-36.39;40.99;-11.92;3.04;5.0;976.39;49.235;35.958263;-83.92452;770.89;NaN;;0.0;19.122448;;12 / 17;4507;2022-10-25 20:55:26:962
0.0419;2.557;9.2483;0.0741;2.0007;9.6001;0.3104;-0.4557;0.3233;-0.5976;-0.5094;-0.0893;18.0;-16.33;11.51;-32.32;40.35;-14.23;0.91;5.0;976.42;46.815;35.958263;-83.92452;770.89;NaN;;0.0;19.122448;;12 / 17;5006;2022-10-25 20:55:27:461
-1.6065;1.8601;9.5524;-1.6199;2.8026;9.257;-0.0932;0.2825;0.0549;-0.7174;0.6158;1.0588;12.0;-11.34;-4.46;-20.08;84.98;-16.61;9.93;5.0;976.42;47.738;35.95826;-83.92453;759.63;NaN;;0.0;17.564104;;12 / 17;5507;2022-10-25 20:55:27:962
-4.9068;-1.9825;10.206;-3.1702;2.9761;8.7899;-1.5559;0.0658;0.3346;0.1603;0.9852;-0.526;9.0;6.3;-9.0;-16.44;205.74;-18.18;15.31;5.0;976.48;46.372;35.95826;-83.92453;759.63;NaN;;0.0;17.564104;;12 / 17;6007;2022-10-25 20:55:28:462
-6.5204;1.4521;8.5193;-5.6962;0.8566;7.9366;-0.5563;0.084;0.4392;-0.4401;1.026;-0.8698;10.0;39.17;14.74;-19.28;313.1;-14.77;28.62;5.0;976.5;45.58;35.958256;-83.92453;756.75;NaN;;0.0;16.631588;;12 / 17;6506;2022-10-25 20:55:28:961
-7.3941;-0.7493;5.1174;-6.0625;1.0319;7.6388;-0.3817;2.2188;-0.1887;0.1702;0.8723;-0.1509;14.0;33.81;31.8;-56.46;23.83;1.82;42.91;5.0;976.54;47.46;35.958256;-83.92453;756.75;NaN;;0.0;16.631588;;12 / 17;7006;2022-10-25 20:55:29:461
-6.4798;-0.0598;9.8387;-6.0144;0.1628;7.7441;-1.7002;-2.9571;1.5034;-0.7556;-0.3839;0.4939;17.0;15.0;-4.11;-55.16;98.13;-0.95;37.83;5.0;976.56;53.354;35.958256;-83.92453;756.75;NaN;;0.0;16.631588;;12 / 17;7506;2022-10-25 20:55:29:961
-6.3144;1.8434;3.6799;-8.8934;-0.0278;4.1324;-6.0224;-2.6276;0.9503;-1.9999;0.242;1.2648;16.0;35.48;0.02;-43.16;82.4;-3.88;66.01;5.0;976.57;49.899;35.958256;-83.92453;756.75;NaN;;0.0;16.631588;;12 / 17;8007;2022-10-25 20:55:30:462
-3.7122;3.146;2.2971;-4.7132;7.4639;4.2716;-2.0422;-3.4938;-3.0917;-0.0617;-0.3528;1.8781;16.0;50.34;-6.0;-32.87;347.5;-49.56;47.81;5.0;976.52;46.409;35.958256;-83.92453;756.75;NaN;;0.0;16.631588;;12 / 17;8506;2022-10-25 20:55:30:961
-4.4327;5.1365;5.7529;-5.8914;5.592;5.4947;-2.9325;-1.8495;-0.9203;-1.1208;1.6044;0.2294;22.0;46.71;-21.41;-27.28;316.22;-34.77;47.0;5.0;976.55;45.452;35.958256;-83.92453;756.75;NaN;;0.0;16.631588;;12 / 17;9006;2022-10-25 20:55:31:461
