ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.7895;3.335;9.3431;-0.6791;2.9154;9.3386;1.0107;1.3633;-0.8441;-0.5698;-0.1465;-1.1362;601.0;-13.84;-40.54;-29.29;152.49;-17.29;4.16;2.0;987.65;25.581;35.95823;-83.92461;766.03;NaN;;0.0;31.57406;;0 / 16;10;2022-10-22 18:53:21:752
0.3724;1.6735;9.125;1.187;2.0214;9.5224;-0.8676;-0.1894;-0.2168;0.4704;-0.076;0.0773;630.0;-8.81;-37.63;-33.26;171.87;-7.89;-7.34;2.0;987.64;44.101;35.958225;-83.92461;766.72;NaN;;0.0;25.109997;;9 / 16;510;2022-10-22 18:53:22:252
-1.1587;0.2874;8.5648;0.0803;0.6645;9.7838;0.7107;-0.6387;1.5973;1.2069;-0.0821;0.4035;538.0;-4.46;-35.36;-35.55;173.49;-3.89;-0.47;2.0;987.62;51.509;35.958225;-83.92461;766.72;NaN;;0.0;25.109997;;9 / 16;1010;2022-10-22 18:53:22:752
-2.4012;4.2365;7.4013;-2.2477;4.0251;8.6555;0.2876;-1.1395;2.082;0.4611;1.2053;-0.1915;458.0;-4.2;-36.24;-30.04;158.93;-19.63;10.37;2.0;987.68;57.313;35.95823;-83.92459;768.04;NaN;;0.0;20.316816;;13 / 16;1510;2022-10-22 18:53:23:252
-2.1308;3.7217;8.6845;-2.5367;3.7461;8.7007;-0.4237;1.8776;0.4554;-0.0874;-0.3015;0.2232;256.0;-6.02;-39.75;-20.96;158.74;-22.46;16.25;2.0;987.68;48.464;35.95823;-83.92459;768.04;NaN;;0.0;20.316816;;13 / 16;2010;2022-10-22 18:53:23:752
-2.2804;2.9913;10.6418;-2.7272;3.806;8.6167;0.195;0.1997;0.1235;-0.1116;0.5616;-0.0231;181.0;-21.77;-34.86;-23.94;133.86;-24.71;12.89;2.0;987.7;46.532;35.95823;-83.92459;768.04;NaN;;0.0;20.316816;;14 / 16;2510;2022-10-22 18:53:24:252
-2.6743;1.5897;11.7945;-1.8131;1.8724;9.454;0.0059;0.0679;1.4879;-1.3743;0.0206;2.1167;73.0;-26.89;-26.17;-34.2;117.76;-14.82;17.15;2.0;987.71;53.393;35.958225;-83.924576;770.21;NaN;;0.0;17.135168;;14 / 16;3010;2022-10-22 18:53:24:752
0.3999;3.1723;8.9575;-0.9245;0.7146;9.7368;1.0216;-0.0716;0.1103;0.4383;0.0107;1.8799;65.0;-25.01;18.69;-39.82;54.44;-2.44;5.59;2.0;987.75;42.577;35.958225;-83.924576;770.21;NaN;;0.0;17.135168;;14 / 16;3510;2022-10-22 18:53:25:252
1.1599;3.4199;7.5293;2.0612;5.4886;7.8611;-2.6208;-0.3935;1.8202;-1.06;-0.3938;-0.7777;59.0;14.53;35.27;-43.74;333.15;-34.03;-14.69;2.0;987.72;42.269;35.958225;-83.924576;770.21;NaN;;0.0;17.135168;;14 / 16;4010;2022-10-22 18:53:25:752
0.0778;6.4364;10.5341;0.9264;4.8166;8.4919;0.0298;0.0462;1.2664;0.3162;0.4798;0.1623;41.0;13.03;17.81;-55.57;329.59;-28.99;-11.7;2.0;987.72;43.143;35.958225;-83.92457;768.01;NaN;;0.0;16.709612;;14 / 16;4510;2022-10-22 18:53:26:252
0.3389;6.8471;10.7375;1.9036;4.5687;8.466;-0.5509;0.5482;-0.0303;-0.3972;-0.3556;-0.9183;25.0;22.54;13.88;-49.27;314.23;-27.77;-12.67;2.0;987.75;55.064;35.958225;-83.92457;768.01;NaN;;0.0;16.709612;;14 / 16;5010;2022-10-22 18:53:26:752
3.6488;3.1448;6.9224;1.8981;5.7874;7.6859;0.3326;-0.7544;2.4971;2.2684;-0.4268;1.6023;26.0;10.07;15.45;-46.89;325.29;-29.69;-17.16;2.0;987.77;66.345;35.958225;-83.92457;768.01;NaN;;0.0;16.709612;;14 / 16;5510;2022-10-22 18:53:27:252
2.7939;2.4861;4.6911;3.4133;2.2453;8.9151;-0.8642;0.0677;-3.8505;-0.4709;0.0718;0.265;21.0;0.81;-0.06;-35.85;303.7;-16.42;-21.37;2.0;987.78;48.22;35.958225;-83.92457;768.01;NaN;;0.0;16.709612;;14 / 16;6011;2022-10-22 18:53:27:753
2.5283;2.557;6.4412;1.807;2.9813;9.1661;1.043;-0.4429;-2.5025;-0.7143;0.527;-0.088;23.0;-1.5;5.34;-27.11;345.22;-17.33;-9.28;2.0;987.78;43.865;35.958225;-83.92457;768.01;NaN;;0.0;16.709612;;14 / 16;6511;2022-10-22 18:53:28:253
4.0173;7.4216;10.6992;1.9889;5.0033;8.1964;0.6617;-3.1864;-1.5784;0.1558;-0.1238;0.7284;21.0;3.9;-5.06;-22.65;302.57;-24.48;-8.27;2.0;987.8;47.611;35.958225;-83.92457;768.01;NaN;;0.0;16.709612;;14 / 16;7010;2022-10-22 18:53:28:752
2.4299;10.9878;7.7797;4.2594;5.7073;6.742;-1.9496;-2.0427;-2.1244;1.2693;1.7624;-0.7651;20.0;5.33;-19.12;-26.16;252.35;-31.52;-22.21;2.0;987.84;45.685;35.958225;-83.92457;768.01;NaN;;0.0;16.709612;;14 / 16;7511;2022-10-22 18:53:29:253
2.3593;5.4096;5.875;0.3652;5.0084;8.4233;-0.0535;5.8036;3.219;-0.2039;0.9997;-0.0078;30.0;17.64;-19.01;-43.78;286.04;-30.71;-2.48;2.0;987.84;46.798;35.958225;-83.92457;768.01;NaN;;0.0;16.709612;;14 / 16;8011;2022-10-22 18:53:29:753
1.6711;2.2193;5.1951;2.7634;3.7426;8.6329;-0.1441;-1.866;-3.1307;0.0812;0.0368;0.6862;75.0;12.94;-1.95;-53.85;304.02;-25.36;-16.53;2.0;987.93;48.504;35.958225;-83.92457;768.01;NaN;;0.0;16.709612;;14 / 16;8511;2022-10-22 18:53:30:253
