sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.2756;2.4837;8.0513;-1.5962;1.8759;9.4923;1.7172;0.9626;-0.0632;-0.3851;1.448;-0.9531;414.0;-7.76;-29.7;-35.32;149.04;-11.54;9.47;5.0;987.67;42.875;35.958244;-83.92455;782.74;NaN;;0.0;19.67557;;14 / 15;11;2022-10-22 18:43:40:682
-1.8553;2.4048;9.0269;-1.8988;2.4671;9.2994;1.4526;0.3273;0.536;0.5295;1.3099;0.3318;271.0;-5.87;-29.38;-35.31;157.64;-11.38;4.79;5.0;987.69;44.422;35.958244;-83.92455;782.74;NaN;;0.0;19.67557;;14 / 15;511;2022-10-22 18:43:41:182
-1.8338;2.892;9.0449;-1.8965;2.4643;9.3006;-0.3964;0.0485;-1.1635;0.8723;0.3205;-0.0935;370.0;-8.4;-32.79;-30.75;147.3;-15.46;10.53;5.0;987.67;45.742;35.958252;-83.92455;780.09;NaN;;0.0;18.87229;;14 / 15;1011;2022-10-22 18:43:41:682
-1.6412;2.3486;8.7051;-1.5467;3.0546;9.1895;1.3285;0.7033;-0.7688;0.4033;-0.037;0.3639;407.0;-10.84;-34.59;-27.6;145.06;-20.99;11.91;5.0;987.69;47.238;35.958252;-83.92455;780.09;NaN;;0.0;18.87229;;14 / 15;1511;2022-10-22 18:43:42:182
-4.2532;2.9148;6.7801;-2.2217;3.6636;8.8212;0.2394;1.4269;-2.1786;-0.2979;0.2146;-0.4445;353.0;-18.09;-33.58;-26.85;135.92;-22.45;7.6;5.0;987.74;48.061;35.958252;-83.92455;780.09;NaN;;0.0;18.87229;;14 / 15;2011;2022-10-22 18:43:42:682
-2.7126;1.0092;10.8811;-1.0521;2.3909;9.4524;-0.7233;0.0031;1.741;-0.6242;-0.0299;0.8177;280.0;-27.67;-41.4;-23.91;131.71;-26.92;6.25;5.0;987.7;44.641;35.958252;-83.92455;780.09;NaN;;0.0;18.87229;;14 / 15;2512;2022-10-22 18:43:43:183
-2.9183;1.9992;9.58;-0.7625;0.8392;9.7409;2.7376;1.9144;0.7651;-0.8143;0.8919;2.3073;78.0;-37.76;-34.65;-28.71;126.43;-9.64;7.08;5.0;987.73;58.833;35.958252;-83.92455;780.09;NaN;;0.0;18.87229;;14 / 15;3011;2022-10-22 18:43:43:682
-1.392;0.5614;10.7327;-0.523;0.2317;9.79;-1.1119;-0.125;-0.81;-0.1052;-0.5424;0.1025;38.0;-18.81;41.91;-35.89;26.01;-1.35;3.06;5.0;987.73;47.224;35.958252;-83.92455;780.09;NaN;;0.0;18.87229;;14 / 15;3511;2022-10-22 18:43:44:182
0.583;-0.5291;7.7605;-0.2278;-0.3301;9.7984;0.5195;-0.4611;-1.0334;-0.1726;0.0654;0.0596;38.0;-3.15;51.77;-32.79;4.01;0.45;1.09;5.0;987.76;44.527;35.958244;-83.924545;766.35;NaN;;0.0;17.169493;;14 / 15;4011;2022-10-22 18:43:44:682
0.7002;0.4322;11.2116;0.6651;0.0925;9.7836;0.7471;0.323;1.9078;-0.3141;0.1063;0.9193;39.0;0.6;50.03;-31.93;356.4;-0.54;-3.89;5.0;987.72;47.436;35.958244;-83.924545;766.35;NaN;;0.0;17.169493;;14 / 15;4511;2022-10-22 18:43:45:182
1.9128;-0.5961;8.0644;1.6647;0.3315;9.6586;-0.8699;-0.1848;2.0637;0.1228;0.2016;-0.036;38.0;10.39;45.66;-32.72;344.53;0.48;-7.71;5.0;987.77;44.901;35.958244;-83.924545;766.35;NaN;;0.0;17.169493;;14 / 15;5011;2022-10-22 18:43:45:682
2.6647;-1.7345;10.9349;2.4862;-0.2617;9.4826;0.1502;0.1477;2.8252;0.093;-0.705;-0.5316;38.0;10.18;36.88;-34.84;335.68;1.67;-10.63;5.0;987.78;46.249;35.958244;-83.924545;766.35;NaN;;0.0;17.169493;;14 / 15;5511;2022-10-22 18:43:46:182
1.4952;3.3326;10.1629;1.1446;1.916;9.5493;0.3884;0.596;0.0444;0.3618;0.8514;0.0463;36.0;4.63;28.97;-31.46;345.75;-4.18;-5.42;5.0;987.78;46.442;35.958244;-83.924545;766.35;NaN;;0.0;17.169493;;14 / 15;6012;2022-10-22 18:43:46:683
1.5849;3.5312;10.0469;1.2546;2.4169;9.421;-0.5177;0.3274;0.409;0.1551;-0.1446;0.2339;23.0;1.16;8.7;-28.39;343.92;-14.08;-7.1;5.0;987.82;44.672;35.958244;-83.924545;766.35;NaN;;0.0;17.169493;;14 / 15;6512;2022-10-22 18:43:47:183
4.2003;3.6643;9.859;1.8166;1.8275;9.4621;2.0816;1.4348;0.8297;-0.2581;1.2328;-0.2774;20.0;-1.65;3.3;-23.55;353.15;-12.63;-7.1;5.0;987.86;43.913;35.958244;-83.924545;766.35;NaN;;0.0;17.169493;;14 / 15;7013;2022-10-22 18:43:47:684
2.7138;-0.5375;10.4862;2.8629;0.1524;9.3782;-0.0389;0.4682;1.7621;0.0557;0.0398;0.0208;19.0;0.04;4.09;-26.94;304.69;-3.25;-16.98;5.0;987.85;46.304;35.958244;-83.924545;766.35;NaN;;0.0;17.169493;;14 / 15;7511;2022-10-22 18:43:48:182
