ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.5758;1.8302;9.1035;-0.4178;1.9517;9.6014;1.0329;-0.471;-0.1917;0.6981;-0.2346;0.6139;227.0;1.01;-29.57;-42.17;172.52;-5.29;6.02;5.0;984.74;45.182;35.958233;-83.92452;787.42;NaN;;0.0;32.11779;;0 / 17;9;2022-10-24 21:15:08:794
2.1176;0.2656;13.4094;1.9715;2.0391;9.3875;-1.0352;0.3663;-0.5844;-0.7873;-0.7983;0.4524;185.0;-12.13;-32.49;-38.03;160.07;-16.53;-7.3;5.0;984.73;44.971;35.958233;-83.92452;787.42;NaN;;0.0;32.11779;;0 / 17;509;2022-10-24 21:15:09:294
-0.0885;0.8282;12.3165;1.2615;1.5905;9.5942;0.4219;-0.4331;2.3276;0.0331;1.3488;0.7225;114.0;-21.26;-34.65;-32.34;154.63;-11.58;-13.7;5.0;984.77;42.817;35.958233;-83.92452;787.42;NaN;;0.0;32.11779;;14 / 17;1009;2022-10-24 21:15:09:794
0.2728;1.0558;10.6478;1.3123;3.1574;9.1912;1.0479;-0.6634;-0.5677;0.3657;0.4131;0.8738;114.0;-23.16;-31.74;-31.72;136.23;-18.78;-8.13;5.0;984.78;45.022;35.958233;-83.92452;787.42;NaN;;0.0;32.11779;;14 / 17;1509;2022-10-24 21:15:10:294
-0.7325;3.5288;8.243;-0.6453;3.3035;9.2109;-0.5364;-0.0866;2.6867;-0.1223;0.6915;-0.1706;101.0;-36.43;-30.34;-36.56;113.4;-19.69;4.01;5.0;984.84;49.228;35.958256;-83.924484;780.91;NaN;;2.95;16.266432;67.1;14 / 17;2010;2022-10-24 21:15:10:795
-3.3374;1.0331;8.3088;-1.2992;2.2239;9.4624;-2.9364;0.3921;2.6246;0.568;1.0548;1.7066;69.0;-40.89;-37.11;-33.81;119.21;-19.87;5.28;5.0;984.82;45.387;35.958256;-83.924484;780.91;NaN;;2.95;16.266432;67.1;14 / 17;2510;2022-10-24 21:15:11:295
-4.6528;2.5642;9.2677;-2.1682;3.8411;8.7587;-1.2792;-1.5878;2.2992;0.3374;-0.0145;-0.066;19.0;-41.77;-11.53;-53.42;84.5;-23.06;13.9;5.0;984.82;43.429;35.958263;-83.924446;778.64;NaN;;1.91;15.205433;44.4;15 / 17;3010;2022-10-24 21:15:11:795
-2.7485;3.9634;8.9061;-3.0801;3.4106;8.6632;0.5616;0.2227;0.9712;-0.381;0.3465;0.7193;20.0;-32.79;-0.51;-58.99;71.94;-21.45;17.45;5.0;984.82;46.061;35.958263;-83.924446;778.64;NaN;;1.91;15.205433;44.4;15 / 17;3509;2022-10-24 21:15:12:294
-6.1397;1.5299;7.4013;-5.6768;2.0719;7.7234;0.4475;0.1206;-1.8964;0.4641;-0.1846;-0.3131;13.0;-8.87;19.31;-59.96;57.12;-12.2;36.32;5.0;984.81;46.619;35.958263;-83.92442;784.6;NaN;;0.0;15.027991;;16 / 17;4009;2022-10-24 21:15:12:794
-6.7765;1.5419;5.4897;-7.3282;2.8182;5.8759;0.9677;-0.8439;-2.1773;-1.5516;1.0016;0.9273;6.0;3.19;15.3;-56.81;56.59;-16.34;46.71;5.0;984.86;49.784;35.958263;-83.92442;784.6;NaN;;0.0;15.027991;;16 / 17;4510;2022-10-24 21:15:13:295
-5.0791;1.9499;5.91;-6.5591;3.021;6.635;2.017;-0.2552;-1.7656;0.2956;-0.2888;-0.2552;4.0;12.38;9.77;-44.59;46.44;-17.94;44.67;5.0;984.88;49.133;35.95826;-83.924416;788.68;NaN;;0.0;15.766838;;16 / 17;5009;2022-10-24 21:15:13:794
-3.8689;0.1555;9.3838;-4.9086;1.7096;8.3158;0.0436;-1.7111;-3.8887;-2.1541;-1.1313;1.2488;5.0;7.86;2.78;-32.94;48.92;-10.04;30.55;5.0;984.88;48.017;35.95826;-83.924416;788.68;NaN;;0.0;15.766838;;16 / 17;5510;2022-10-24 21:15:14:295
-3.1448;1.1527;7.3762;-5.7084;1.3677;7.8558;-3.8954;-1.2942;1.7391;-0.3562;-0.4048;0.2544;6.0;12.39;3.92;-25.72;32.67;-9.62;35.93;5.0;984.97;47.257;35.958256;-83.92441;794.59;NaN;;0.0;15.915552;;16 / 17;6009;2022-10-24 21:15:14:794
-4.6528;1.7357;5.6465;-5.7644;1.186;7.8445;-2.538;-1.0365;1.3363;-0.109;-0.2399;-0.413;8.0;22.14;6.9;-26.04;349.85;-9.24;36.51;5.0;984.95;47.801;35.958256;-83.92441;794.59;NaN;;0.0;15.915552;;16 / 17;6510;2022-10-24 21:15:15:295
-6.4508;1.0798;5.9782;-5.4735;2.3831;7.7802;0.18;-0.9155;-0.5384;0.0235;0.2811;0.6767;11.0;22.46;15.17;-41.42;9.96;-12.13;33.5;5.0;984.98;52.326;35.958256;-83.92441;794.59;NaN;;0.0;15.915552;;16 / 17;7009;2022-10-24 21:15:15:794
