sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.02;3.1759;6.8925;-4.306;2.4148;8.4733;1.8638;0.5333;2.2609;-0.4888;1.1424;-0.9464;400.0;10.86;-36.13;-25.05;183.53;-20.0;20.58;5.0;986.54;58.058;35.958168;-83.92411;790.32;NaN;;;65.19032;;0 / 17;6;2022-10-26 21:29:22:466
-6.9906;1.3214;6.7789;-5.9738;2.3673;7.4081;-0.3022;-1.2246;0.023;0.3818;0.7914;0.9677;480.0;24.0;-27.32;-26.66;192.9;-7.31;33.53;5.0;986.57;37.106;35.958244;-83.924545;785.54;NaN;;0.0;34.114426;;0 / 17;506;2022-10-26 21:29:22:966
-5.4574;1.2951;4.6062;-4.5775;0.2964;8.6677;-2.6257;-1.0834;-1.9839;-1.1905;-1.2827;-0.2259;511.0;25.54;-31.99;-23.46;201.56;-1.73;27.84;5.0;986.59;50.316;35.958244;-83.924545;785.54;NaN;;0.0;34.114426;;0 / 17;1005;2022-10-26 21:29:23:465
-3.7648;2.3366;9.4089;-2.5658;2.0354;9.2436;-2.5138;-1.7969;3.6583;0.8636;-1.2414;1.3598;460.0;12.13;-32.83;-31.18;187.34;-11.98;15.51;5.0;986.64;49.787;35.958244;-83.924545;785.54;NaN;;0.0;34.114426;;10 / 17;1506;2022-10-26 21:29:23:966
-2.2612;-0.3843;12.1753;-0.7267;1.0548;9.7226;-1.9941;0.1805;-0.1384;-1.4267;-0.5205;1.2421;383.0;-10.2;-41.34;-30.45;156.14;-15.1;8.37;5.0;986.63;53.954;35.958244;-83.924545;785.54;NaN;;0.0;34.114426;;10 / 17;2007;2022-10-26 21:29:24:467
-3.6966;-0.1412;8.7841;-1.9217;0.7943;9.5837;0.9234;1.8295;0.7324;-0.7174;1.0223;0.4561;147.0;-38.57;-31.13;-32.96;123.13;-8.79;0.53;5.0;986.62;51.312;35.958252;-83.924545;769.97;NaN;;0.0;15.721084;;10 / 17;2506;2022-10-26 21:29:24:966
-2.5196;0.51;5.7159;-0.6948;0.4795;9.7703;-1.4277;-1.4403;-0.1816;-0.0485;-1.9326;-0.2446;37.0;-48.97;-4.2;-44.68;92.51;-2.54;12.68;5.0;986.62;54.403;35.958252;-83.924545;769.97;NaN;;0.0;15.721084;;10 / 17;3006;2022-10-26 21:29:25:466
-2.0267;2.2265;7.4527;-3.4283;2.238;8.9111;-0.8691;-0.8548;-1.6468;-1.0676;0.9806;2.471;25.0;-44.08;2.42;-44.64;82.11;-13.19;21.04;5.0;986.65;65.382;35.958256;-83.92453;768.06;NaN;;0.0;14.411657;;12 / 17;3507;2022-10-26 21:29:25:967
-7.8526;4.9929;5.8881;-6.534;5.1177;5.2236;-1.2659;0.566;0.2434;0.0531;-0.1073;-0.1225;19.0;-4.44;4.97;-58.82;64.74;-31.62;49.99;5.0;986.66;47.497;35.958256;-83.92453;768.06;NaN;;0.0;14.411657;;12 / 17;4006;2022-10-26 21:29:26:466
-10.5891;2.8621;6.3909;-8.6894;3.8422;2.4292;1.1298;-0.0751;-0.708;-1.3152;-0.6971;-1.3301;9.0;17.44;-1.39;-47.96;75.78;-23.07;74.38;5.0;986.69;49.532;35.958256;-83.92453;768.06;NaN;;0.0;14.411657;;14 / 17;4506;2022-10-26 21:29:26:966
