ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0945;3.0933;8.4775;-2.1043;2.9999;9.0963;0.7532;-1.0149;1.6281;0.9402;0.2567;-0.1452;3.0;38.76;-18.54;-7.44;249.92;-17.81;13.03;2.0;979.17;49.153;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;17;2022-10-25 20:45:12:997
-5.5292;0.2536;6.8614;-3.0857;1.3696;9.2072;-2.7054;1.9389;-3.4351;1.5813;-1.9524;1.4176;2.0;46.48;-11.91;-13.91;261.96;-12.55;20.06;2.0;979.16;43.947;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;517;2022-10-25 20:45:13:497
13.5362;-0.2489;6.4125;9.1096;1.7596;3.1763;5.518;-3.9617;3.0553;-1.412;-5.0085;1.3039;1.0;25.59;-28.05;-31.8;232.22;-10.34;-70.78;2.0;979.16;49.221;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;1018;2022-10-25 20:45:13:998
11.458;1.9932;2.8466;9.6366;0.8637;1.6001;-1.193;0.8974;2.0825;2.7669;0.2769;-0.4011;0.0;-48.26;-33.24;-40.99;227.85;-0.31;-84.44;2.0;979.17;40.533;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;1517;2022-10-25 20:45:14:497
7.6887;1.6089;-0.492;8.725;4.4711;0.2307;2.5242;-4.127;-0.9404;-0.2789;-0.6987;-0.0069;0.0;-37.44;-14.17;-9.49;321.94;-31.61;-85.53;2.0;979.14;55.42;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;2018;2022-10-25 20:45:14:998
11.0812;4.2604;1.3119;8.8162;4.2244;0.7747;0.8961;3.5897;3.2394;1.8913;1.6193;-0.8962;0.0;-25.33;24.99;-16.5;332.26;-20.44;-91.89;2.0;979.17;51.061;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;2517;2022-10-25 20:45:15:497
6.3562;4.6301;-0.9685;6.9397;6.837;1.1254;1.5915;-3.9654;-2.2325;-0.0563;-0.0526;0.9101;0.0;-2.76;-4.07;-56.83;275.69;-44.2;-80.79;2.0;979.1;52.76;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;3017;2022-10-25 20:45:15:997
9.8435;7.6457;3.4331;7.0838;5.8896;3.3618;-0.5111;3.1386;3.4649;1.1078;1.6116;-0.2475;1.0;0.06;-7.33;-52.46;279.42;-36.91;-64.61;2.0;979.09;48.725;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;3517;2022-10-25 20:45:16:497
2.1571;4.1572;5.6453;-0.083;4.1868;8.8676;2.6434;-0.3551;-1.4012;0.4776;-0.0893;-1.0208;3.0;31.33;3.08;-43.78;298.09;-22.32;-4.78;2.0;979.02;54.44;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;4017;2022-10-25 20:45:16:997
0.0156;1.8362;6.8806;-2.2495;4.5502;8.3908;2.5906;-1.0325;0.6862;0.1298;0.0496;-0.736;4.0;51.15;1.29;-29.19;295.61;-27.65;15.01;2.0;979.02;45.011;35.95845;-83.9243;741.94;NaN;;;55.396774;;0 / 15;4517;2022-10-25 20:45:17:497
