sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-4.3214;4.264;6.5348;-2.9768;4.1782;8.3578;-0.096;0.0316;-0.0329;-0.2285;0.1021;0.3487;70.0;31.52;-30.67;-16.14;235.47;-25.22;19.6;5.0;987.55;47.069;35.958286;-83.92454;775.55;NaN;;0.0;31.111277;;13 / 15;12;2022-10-22 18:36:24:895
-2.5929;3.3003;8.3901;-2.7378;3.6665;8.6736;1.251;1.1416;-0.1286;-0.4122;0.9699;0.7761;97.0;25.41;-32.31;-22.71;222.19;-21.95;17.52;5.0;987.53;46.509;35.958286;-83.92454;775.55;NaN;;0.0;31.111277;;14 / 15;511;2022-10-22 18:36:25:394
-2.9088;2.5271;9.3419;-2.6884;3.0835;8.9126;-0.0688;0.8374;-0.2566;-0.7581;-0.3928;0.7461;128.0;20.33;-33.9;-23.38;207.45;-20.4;18.97;5.0;987.54;49.99;35.958286;-83.92454;775.55;NaN;;0.0;31.111277;;14 / 15;1011;2022-10-22 18:36:25:894
0.4346;0.7923;9.0915;-0.5832;2.3173;9.5111;0.1018;-3.0703;1.6592;2.408;-0.0121;0.3112;275.0;4.78;-25.91;-35.78;180.81;2.66;7.29;5.0;987.53;43.611;35.958286;-83.92454;775.55;NaN;;0.0;31.111277;;14 / 15;1512;2022-10-22 18:36:26:395
6.2139;2.8992;9.7475;5.0622;2.4104;8.0458;-2.6526;0.5591;1.6056;1.0204;-2.6192;0.3151;274.0;-14.77;-32.94;-27.9;185.23;-14.23;-32.18;5.0;987.55;57.694;35.958286;-83.92454;775.55;NaN;;0.0;31.111277;;14 / 15;2012;2022-10-22 18:36:26:895
3.4391;2.6958;8.0357;4.1202;1.9971;8.6721;1.5014;0.3547;1.739;-0.1773;0.6382;-0.7731;134.0;-26.89;-34.16;-20.29;149.89;-11.75;-25.41;5.0;987.58;65.18;35.95828;-83.924545;775.63;NaN;;0.0;22.32088;;14 / 15;2511;2022-10-22 18:36:27:394
4.4399;1.8135;10.2311;4.1018;1.3989;8.7971;2.5522;-0.3125;2.0442;1.3132;0.2552;-1.1469;139.0;-20.19;-35.93;-23.23;166.32;-0.41;-24.4;5.0;987.59;43.915;35.95828;-83.924545;775.63;NaN;;0.0;22.32088;;14 / 15;3011;2022-10-22 18:36:27:894
4.8793;0.8441;7.5799;-1.8378;0.7487;9.6038;3.8026;-1.7342;3.4587;-1.7453;5.8996;4.8425;145.0;-22.12;-34.91;-23.42;153.4;-13.36;-18.17;5.0;987.6;45.513;35.95828;-83.924545;775.63;NaN;;0.0;22.32088;;14 / 15;3512;2022-10-22 18:36:28:395
-0.7169;3.4917;8.5253;-0.6471;0.9931;9.7347;2.3706;2.013;1.3085;-0.6992;1.9178;0.6866;215.0;-38.08;-1.69;-38.81;81.53;-8.19;-10.67;5.0;987.63;57.46;35.95828;-83.924545;775.63;NaN;;0.0;22.32088;;14 / 15;4011;2022-10-22 18:36:28:894
-1.2245;-0.0455;9.0855;-0.5376;0.2319;9.7892;-3.0972;0.6615;0.0561;0.0069;0.274;2.1282;108.0;-24.17;30.24;-36.68;40.13;-1.36;3.14;5.0;987.58;51.27;35.958275;-83.92452;775.5;NaN;;0.0;20.81528;;14 / 15;4511;2022-10-22 18:36:29:394
-1.0307;2.2564;9.8758;0.3985;1.3527;9.7047;-0.977;-0.0847;0.7412;0.0769;0.1307;-1.0E-4;71.0;15.36;43.58;-39.32;341.25;-7.93;-2.35;5.0;987.61;43.988;35.958275;-83.92452;775.5;NaN;;0.0;20.81528;;14 / 15;5011;2022-10-22 18:36:29:894
1.445;0.7863;8.4835;0.9428;1.0607;9.7034;0.2453;-0.0473;-2.3067;-0.0701;0.3998;0.3493;70.0;18.32;37.52;-43.35;330.67;-7.53;-8.43;5.0;987.62;46.721;35.958275;-83.92452;775.5;NaN;;0.0;20.81528;;14 / 15;5511;2022-10-22 18:36:30:394
1.7776;1.1503;8.438;0.2255;1.1293;9.7388;-0.2149;-0.4151;0.9795;0.6176;-0.3486;-0.1538;65.0;25.33;36.23;-40.93;327.3;-6.61;-1.33;5.0;987.64;43.716;35.958275;-83.92452;775.5;NaN;;0.0;20.81528;;14 / 15;6011;2022-10-22 18:36:30:894
-0.5554;0.3843;8.5146;-0.2479;1.2235;9.7269;-0.9124;-1.2616;-0.8842;0.4173;-0.994;0.5469;43.0;28.97;32.23;-35.03;322.19;-7.17;1.46;5.0;987.71;46.389;35.958275;-83.924515;776.3;NaN;;0.0;20.359118;;14 / 15;6511;2022-10-22 18:36:31:394
2.6001;1.7213;9.6625;1.7124;2.0019;9.4462;1.1159;-0.2551;-0.0405;-0.3896;-0.5008;-0.3062;31.0;20.12;17.87;-38.27;312.83;-11.78;-10.27;5.0;987.69;47.119;35.958275;-83.924515;776.3;NaN;;0.0;20.359118;;14 / 15;7012;2022-10-22 18:36:31:895
2.7568;1.4402;7.3403;3.1724;1.265;9.1927;-0.7728;0.6634;-1.9781;0.135;-0.2538;0.6024;36.0;3.86;16.26;-33.0;328.37;-7.9;-14.94;5.0;987.69;46.036;35.958275;-83.924515;776.3;NaN;;0.0;20.359118;;14 / 15;7511;2022-10-22 18:36:32:394
2.2804;0.2644;6.6855;1.132;1.0837;9.6806;-0.1312;-0.532;0.0745;0.2963;-0.2906;0.5472;36.0;-1.42;11.08;-25.18;352.06;-6.34;-6.67;5.0;987.68;44.69;35.958275;-83.924515;776.3;NaN;;0.0;20.359118;;14 / 15;8011;2022-10-22 18:36:32:894
0.7576;1.6256;8.2908;1.5891;2.2374;9.4149;-0.8775;-1.072;-1.3973;0.0153;-1.2632;-0.4594;25.0;2.06;-6.9;-22.61;253.51;-13.19;-9.58;5.0;987.76;54.691;35.958275;-83.924515;776.3;NaN;;0.0;20.359118;;13 / 15;8512;2022-10-22 18:36:33:395
